latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-36.231,-61.111,304.7,1.1,1,10/19/2018,1400,T,46,6.0NRT,291.3,4.2,D
-37.308,-61.874,300.8,1.1,1,10/19/2018,1400,T,30,6.0NRT,288.4,2.8,D
-37.546,-60.797,301.5,1,1,10/19/2018,1400,T,40,6.0NRT,291,3.7,D
-37.983,-61.355,302.8,1,1,10/19/2018,1400,T,36,6.0NRT,290.9,3.8,D
-32.904,-71.284,310.4,4.2,1.9,10/19/2018,1540,T,22,6.0NRT,295.1,50.3,D
7.811,-72.438,310.9,1.1,1,10/19/2018,1530,T,29,6.0NRT,289.4,5.3,D
5.174,-72.547,321,1.1,1,10/19/2018,1530,T,57,6.0NRT,301.1,12.7,D
5.02,-72.75,315.1,1.1,1,10/19/2018,1530,T,46,6.0NRT,296.8,7.8,D
5.018,-72.741,314.5,1.1,1,10/19/2018,1530,T,47,6.0NRT,296.1,7.1,D
3.873,-72.178,315.8,1.2,1.1,10/19/2018,1530,T,71,6.0NRT,292.2,10.2,D
3.792,-71.991,323.8,1.2,1.1,10/19/2018,1530,T,79,6.0NRT,294.8,18.6,D
2.715,-72.178,312.9,1.2,1.1,10/19/2018,1530,T,64,6.0NRT,291.3,8.2,D
2.714,-72.167,314.8,1.2,1.1,10/19/2018,1530,T,68,6.0NRT,292.4,10.2,D
2.034,-73.93,317.1,1,1,10/19/2018,1530,T,68,6.0NRT,298.8,8.4,D
1.875,-73.974,320.6,1,1,10/19/2018,1530,T,74,6.0NRT,302.9,10.5,D
-0.47,-78.864,315.8,1.3,1.1,10/19/2018,1530,T,68,6.0NRT,293.6,14.4,D
-2.317,-79.025,323,1.3,1.1,10/19/2018,1530,T,78,6.0NRT,300.8,17.4,D
-2.462,-78.171,313.3,1.1,1.1,10/19/2018,1530,T,57,6.0NRT,294.7,6.6,D
-2.667,-79.348,323.2,1.3,1.1,10/19/2018,1530,T,74,6.0NRT,298.9,20.9,D
-2.773,-79.53,312.9,1.3,1.1,10/19/2018,1530,T,54,6.0NRT,293.9,9,D
-4.186,-79.449,321.3,1.3,1.1,10/19/2018,1530,T,65,6.0NRT,300.6,14,D
-5.941,-77.311,318.2,1,1,10/19/2018,1530,T,53,6.0NRT,299.7,7,D
-6.064,-77.169,318,1,1,10/19/2018,1530,T,53,6.0NRT,298.9,7.9,D
-5.94,-78.19,306.5,1.1,1,10/19/2018,1530,T,32,6.0NRT,276.7,5.7,D
-6.483,-75.757,351.1,1,1,10/19/2018,1530,T,96,6.0NRT,297.7,60.2,D
-6.484,-75.748,326.9,1,1,10/19/2018,1530,T,81,6.0NRT,296.5,18.2,D
-6.56,-75.604,317.8,1,1,10/19/2018,1530,T,70,6.0NRT,295.2,11,D
-7.178,-76.731,321.5,1,1,10/19/2018,1530,T,0,6.0NRT,300.7,8.9,D
-10.921,-74.872,315,1.2,1.1,10/19/2018,1535,T,30,6.0NRT,295.9,8.7,D
-10.931,-74.874,316.4,1.2,1.1,10/19/2018,1535,T,52,6.0NRT,296.8,10.4,D
-11.759,-74.783,320.6,1.3,1.1,10/19/2018,1535,T,80,6.0NRT,297.9,17.8,D
-11.76,-74.77,321.9,1.3,1.1,10/19/2018,1535,T,81,6.0NRT,300.2,19.6,D
-12.915,-68.102,316,4.2,1.9,10/19/2018,1535,T,27,6.0NRT,278.6,67.7,D
-13.847,-75.168,334.6,1.3,1.1,10/19/2018,1535,T,71,6.0NRT,299.1,39.3,D
-13.845,-75.174,326.8,1.3,1.1,10/19/2018,1535,T,47,6.0NRT,296.7,26.6,D
-13.846,-75.161,322.6,1.3,1.1,10/19/2018,1535,T,50,6.0NRT,298.8,17.8,D
-14.006,-75.117,322.9,1.3,1.1,10/19/2018,1535,T,41,6.0NRT,306.8,11.5,D
-15.587,-67.808,311.6,4.8,2,10/19/2018,1535,T,49,6.0NRT,285.3,62.3,D
-15.585,-67.813,312.3,4.8,2,10/19/2018,1535,T,54,6.0NRT,285.6,69.7,D
8.215,-72.25,313.9,1.1,1,10/19/2018,1525,T,48,6.0NRT,291.5,7.3,D
3.373,-51.388,323.2,1.1,1.1,10/19/2018,1650,A,77,6.0NRT,298.1,16.9,D
3.394,-51.308,320.5,1.1,1.1,10/19/2018,1650,A,61,6.0NRT,300,10.1,D
3.425,-51.72,315.2,1.2,1.1,10/19/2018,1650,A,57,6.0NRT,295.2,11.4,D
3.424,-51.731,320.6,1.2,1.1,10/19/2018,1650,A,74,6.0NRT,294.1,18.2,D
3.53,-51.775,316.4,1.2,1.1,10/19/2018,1650,A,62,6.0NRT,295.3,13.4,D
3.715,-51.695,312.8,1.2,1.1,10/19/2018,1650,A,21,6.0NRT,294.5,5.7,D
3.714,-51.706,319.3,1.2,1.1,10/19/2018,1650,A,69,6.0NRT,293.9,12.5,D
3.725,-51.697,336.5,1.2,1.1,10/19/2018,1650,A,88,6.0NRT,298.1,39.6,D
3.724,-51.707,324.1,1.2,1.1,10/19/2018,1650,A,78,6.0NRT,296.8,18.9,D
4.049,-54.792,311.6,1.9,1.3,10/19/2018,1650,A,49,6.0NRT,290.1,16.1,D
4.041,-54.796,315.5,1.9,1.3,10/19/2018,1650,A,67,6.0NRT,290.2,24.1,D
4.117,-54.704,311.9,1.9,1.3,10/19/2018,1650,A,57,6.0NRT,293,15.2,D
4.229,-54.414,334.2,1.8,1.3,10/19/2018,1650,A,72,6.0NRT,292,68.8,D
4.174,-55.452,309.1,2.1,1.4,10/19/2018,1650,A,61,6.0NRT,290.2,11.1,D
4.286,-55.495,307.5,2.1,1.4,10/19/2018,1650,A,54,6.0NRT,285.1,10.5,D
4.307,-55.44,308.9,2.1,1.4,10/19/2018,1650,A,48,6.0NRT,286.3,14,D
4.286,-55.5,310.9,2.1,1.4,10/19/2018,1650,A,61,6.0NRT,286.3,17.2,D
4.711,-55.281,307.8,2,1.4,10/19/2018,1650,A,50,6.0NRT,283.2,12,D
4.708,-55.299,306.8,2,1.4,10/19/2018,1650,A,43,6.0NRT,282.3,10.7,D
4.712,-55.287,310.3,2,1.4,10/19/2018,1650,A,62,6.0NRT,282.8,17.6,D
4.822,-55.255,323.1,2,1.4,10/19/2018,1650,A,80,6.0NRT,289.9,47.1,D
4.82,-55.273,324.8,2,1.4,10/19/2018,1650,A,81,6.0NRT,290.4,52.2,D
5.004,-55.187,311.2,2,1.4,10/19/2018,1650,A,47,6.0NRT,282.4,21.4,D
5.394,-53.005,319.6,1.3,1.1,10/19/2018,1650,A,55,6.0NRT,297.8,11.8,D
5.449,-53.32,313.1,1.4,1.2,10/19/2018,1650,A,42,6.0NRT,291.4,9.1,D
5.474,-53.553,363,1.5,1.2,10/19/2018,1650,A,100,6.0NRT,295,158.2,D
5.472,-53.566,329.5,1.5,1.2,10/19/2018,1650,A,84,6.0NRT,290.6,42.2,D
5.506,-53.948,309.2,1.6,1.2,10/19/2018,1650,A,45,6.0NRT,290.9,9,D
5.58,-53.601,315.7,1.5,1.2,10/19/2018,1650,A,69,6.0NRT,294,14.1,D
5.579,-53.614,342.5,1.5,1.2,10/19/2018,1650,A,92,6.0NRT,295.3,73.9,D
5.652,-53.741,317.1,1.5,1.2,10/19/2018,1650,A,23,6.0NRT,297.6,12.9,D
5.374,-55.583,311.7,2.1,1.4,10/19/2018,1650,A,60,6.0NRT,292.7,17.6,D
5.371,-55.601,314.5,2.1,1.4,10/19/2018,1650,A,69,6.0NRT,294.2,24.1,D
5.374,-55.588,312.7,2.1,1.4,10/19/2018,1650,A,32,6.0NRT,293,17.4,D
5.297,-57.364,305.6,2.9,1.6,10/19/2018,1650,A,38,6.0NRT,281,16.8,D
5.298,-57.369,304.9,2.9,1.6,10/19/2018,1650,A,23,6.0NRT,280.9,15.6,D
5.819,-56.855,326.3,2.6,1.5,10/19/2018,1650,A,83,6.0NRT,287.7,72.8,D
5.825,-56.862,321.7,2.6,1.5,10/19/2018,1650,A,65,6.0NRT,288.4,54.3,D
-13.638,-43.282,340.1,1.1,1.1,10/19/2018,1645,A,85,6.0NRT,309.6,26.2,D
-13.639,-43.293,339.1,1.1,1.1,10/19/2018,1645,A,73,6.0NRT,310.4,24.7,D
-12.621,-39.958,346.1,1.9,1.3,10/19/2018,1645,A,92,6.0NRT,297.8,100,D
-13.151,-43.232,334.6,1.1,1.1,10/19/2018,1645,A,32,6.0NRT,303.5,23.4,D
-12.625,-39.946,328.7,1.9,1.3,10/19/2018,1645,A,56,6.0NRT,292.6,32.7,D
-12.628,-39.964,331.6,1.9,1.3,10/19/2018,1645,A,73,6.0NRT,295.9,40.1,D
-12.3,-41.002,330.1,1.6,1.2,10/19/2018,1645,A,74,6.0NRT,303.6,21.8,D
-12.201,-43.464,346.7,1.1,1.1,10/19/2018,1645,A,92,6.0NRT,292.9,52.1,D
-12.066,-43.111,354.8,1.2,1.1,10/19/2018,1645,A,97,6.0NRT,312.6,70.5,D
-12.178,-52.683,314.6,2.4,1.5,10/19/2018,1645,A,57,6.0NRT,285.7,26.5,D
-9.536,-36.001,319.8,4.4,1.9,10/19/2018,1645,A,50,6.0NRT,292,78.8,D
-11.678,-49.865,326.4,1.4,1.2,10/19/2018,1645,A,80,6.0NRT,291.2,32.3,D
-11.68,-49.878,318,1.4,1.2,10/19/2018,1645,A,59,6.0NRT,291.5,17.4,D
-11.685,-49.871,323.7,1.4,1.2,10/19/2018,1645,A,70,6.0NRT,292.8,27.4,D
-11.019,-45.866,327.8,1,1,10/19/2018,1645,A,32,6.0NRT,295.6,15.3,D
-10.814,-45.089,322.7,1,1,10/19/2018,1645,A,60,6.0NRT,287.8,12,D
-10.95,-47.264,322.9,1,1,10/19/2018,1645,A,38,6.0NRT,301.7,9.8,D
-10.784,-47.265,327.1,1,1,10/19/2018,1645,A,67,6.0NRT,306.5,11.3,D
-10.785,-47.274,334.2,1,1,10/19/2018,1645,A,83,6.0NRT,304.6,21.8,D
-10.655,-46.74,326.8,1,1,10/19/2018,1645,A,34,6.0NRT,304.2,10.7,D
-10.764,-47.586,320.3,1.1,1,10/19/2018,1645,A,35,6.0NRT,294.6,12.1,D
-10.585,-46.757,335.1,1,1,10/19/2018,1645,A,82,6.0NRT,304.8,20.6,D
-10.151,-44.034,334.8,1.1,1.1,10/19/2018,1645,A,81,6.0NRT,306.7,23,D
-10.652,-47.762,321.5,1.1,1,10/19/2018,1645,A,69,6.0NRT,297.7,14.2,D
-10.099,-44.111,334.4,1.1,1.1,10/19/2018,1645,A,53,6.0NRT,308.2,19.3,D
-10.222,-45.197,325.9,1,1,10/19/2018,1645,A,22,6.0NRT,299.7,11.7,D
-10.213,-45.198,352.1,1,1,10/19/2018,1645,A,95,6.0NRT,299.4,56.9,D
-10.15,-44.888,330.3,1,1,10/19/2018,1645,A,77,6.0NRT,295.4,17.6,D
-10.26,-46.866,330.2,1,1,10/19/2018,1645,A,60,6.0NRT,299.8,16,D
-10.028,-45.31,335.3,1,1,10/19/2018,1645,A,68,6.0NRT,309.4,17.1,D
-10.143,-46.694,327.7,1,1,10/19/2018,1645,A,64,6.0NRT,299.6,12.7,D
-9.902,-45.079,363.6,1,1,10/19/2018,1645,A,100,6.0NRT,307.8,84.6,D
-10.227,-47.553,321.7,1.1,1,10/19/2018,1645,A,47,6.0NRT,299.5,11.2,D
-9.546,-43.095,328.6,1.3,1.1,10/19/2018,1645,A,72,6.0NRT,300.9,15.4,D
-9.846,-45.454,346.5,1,1,10/19/2018,1645,A,92,6.0NRT,304.4,39.3,D
-9.306,-43.257,326.4,1.3,1.1,10/19/2018,1645,A,73,6.0NRT,290.5,18.2,D
-9.308,-43.268,320.8,1.3,1.1,10/19/2018,1645,A,59,6.0NRT,290.5,9.3,D
-10.523,-53.506,314.5,2.6,1.6,10/19/2018,1645,A,70,6.0NRT,293.8,34.6,D
-9.664,-47.603,313.6,1,1,10/19/2018,1645,A,32,6.0NRT,281.1,9.4,D
-9.499,-46.951,326.8,1,1,10/19/2018,1645,A,68,6.0NRT,296.6,17.7,D
-9.316,-45.794,323.5,1,1,10/19/2018,1645,A,60,6.0NRT,302.1,9.2,D
-9.551,-47.845,319.2,1.1,1,10/19/2018,1645,A,55,6.0NRT,292.3,9.7,D
-9.465,-47.883,331.5,1.1,1,10/19/2018,1645,A,80,6.0NRT,301,22.8,D
-10.237,-53.912,311.1,2.8,1.6,10/19/2018,1645,A,42,6.0NRT,290.7,25.7,D
-10.24,-53.937,320.7,2.8,1.6,10/19/2018,1645,A,73,6.0NRT,291.2,60.9,D
-8.77,-44.171,324,1.1,1.1,10/19/2018,1645,A,33,6.0NRT,297.8,9.5,D
-8.768,-44.178,322.6,1.1,1.1,10/19/2018,1645,A,46,6.0NRT,298,9.9,D
-9.095,-46.499,336.1,1,1,10/19/2018,1645,A,86,6.0NRT,302.6,26.2,D
-9.096,-46.508,336.4,1,1,10/19/2018,1645,A,86,6.0NRT,302.7,27.1,D
-9.273,-47.825,321.5,1.1,1,10/19/2018,1645,A,70,6.0NRT,275.4,18,D
-9.111,-46.874,322.8,1,1,10/19/2018,1645,A,69,6.0NRT,302.2,9,D
-9.164,-47.837,315.3,1.1,1,10/19/2018,1645,A,42,6.0NRT,284.5,8.8,D
-8.468,-44.712,325,1.1,1,10/19/2018,1645,A,61,6.0NRT,295.5,12.4,D
-8.84,-48.084,317.1,1.1,1,10/19/2018,1645,A,63,6.0NRT,295.6,8.7,D
-9.079,-50.332,314.3,1.4,1.2,10/19/2018,1645,A,55,6.0NRT,294.7,9.1,D
-8.837,-48.792,315.1,1.1,1.1,10/19/2018,1645,A,60,6.0NRT,294.3,5.9,D
-8.374,-45.773,336.5,1,1,10/19/2018,1645,A,85,6.0NRT,301.4,27.5,D
-8.365,-45.774,341.7,1,1,10/19/2018,1645,A,89,6.0NRT,302.2,36.1,D
-8.366,-45.783,331.7,1,1,10/19/2018,1645,A,74,6.0NRT,298.7,21.1,D
-6.956,-37.981,326.8,3.4,1.7,10/19/2018,1645,A,65,6.0NRT,303.8,57.9,D
-6.852,-38.732,334.2,3,1.7,10/19/2018,1645,A,80,6.0NRT,303.3,94.2,D
-8.208,-47.709,320.7,1,1,10/19/2018,1645,A,48,6.0NRT,301.3,7.4,D
-8.166,-47.611,319.1,1,1,10/19/2018,1645,A,50,6.0NRT,298,7.7,D
-8.167,-47.62,318.7,1,1,10/19/2018,1645,A,48,6.0NRT,296.3,8,D
-8.154,-47.913,318.5,1,1,10/19/2018,1645,A,57,6.0NRT,298.5,9.2,D
-8.093,-47.871,325.6,1,1,10/19/2018,1645,A,72,6.0NRT,296.2,16.1,D
-8.474,-51.104,334.2,1.6,1.2,10/19/2018,1645,A,87,6.0NRT,291.2,56.5,D
-6.99,-40.901,328.4,2,1.4,10/19/2018,1645,A,40,6.0NRT,302.9,34.4,D
-7.837,-46.842,326.4,1,1,10/19/2018,1645,A,46,6.0NRT,300.6,11,D
-7.431,-45.24,352.4,1.1,1,10/19/2018,1645,A,90,6.0NRT,295.9,60.4,D
-7.433,-45.25,334.8,1.1,1,10/19/2018,1645,A,79,6.0NRT,293,25.3,D
-7.422,-45.241,336,1.1,1,10/19/2018,1645,A,85,6.0NRT,295.9,26.6,D
-7.423,-45.251,329.6,1.1,1,10/19/2018,1645,A,78,6.0NRT,293.9,17.9,D
-6.313,-38.511,323.6,3.2,1.7,10/19/2018,1645,A,60,6.0NRT,297.2,54.3,D
-7.603,-47.208,351.7,1,1,10/19/2018,1645,A,96,6.0NRT,298.1,56.9,D
-7.207,-45.668,317.2,1,1,10/19/2018,1645,A,48,6.0NRT,292.1,7.3,D
-7.327,-46.691,328.5,1,1,10/19/2018,1645,A,75,6.0NRT,300.6,11.4,D
-7.729,-50.087,324.7,1.3,1.1,10/19/2018,1645,A,79,6.0NRT,289.3,26.1,D
-7.731,-50.099,363.5,1.3,1.1,10/19/2018,1645,A,94,6.0NRT,291.6,136.6,D
-7.236,-46.884,338,1,1,10/19/2018,1645,A,87,6.0NRT,295.9,31.1,D
-6.81,-44.35,337.5,1.2,1.1,10/19/2018,1645,A,85,6.0NRT,299.9,36.1,D
-6.777,-44.742,324.9,1.1,1.1,10/19/2018,1645,A,50,6.0NRT,302.4,13.6,D
-6.779,-44.752,325.2,1.1,1.1,10/19/2018,1645,A,58,6.0NRT,299.3,15.2,D
-7.063,-46.702,315.2,1,1,10/19/2018,1645,A,48,6.0NRT,290.6,5.5,D
-7.064,-46.711,316,1,1,10/19/2018,1645,A,41,6.0NRT,294.2,6.2,D
-7.036,-46.642,322.4,1,1,10/19/2018,1645,A,72,6.0NRT,296.2,9.6,D
-6.423,-42.852,337,1.5,1.2,10/19/2018,1645,A,79,6.0NRT,304.8,42.8,D
-6.425,-42.865,332.9,1.5,1.2,10/19/2018,1645,A,61,6.0NRT,303.6,29.6,D
-6.965,-46.732,342.1,1,1,10/19/2018,1645,A,91,6.0NRT,296.9,35.9,D
-6.966,-46.741,338.5,1,1,10/19/2018,1645,A,88,6.0NRT,295.5,30.4,D
-6.673,-46.554,321.2,1,1,10/19/2018,1645,A,42,6.0NRT,290.9,11.5,D
-6.675,-46.563,320.3,1,1,10/19/2018,1645,A,26,6.0NRT,290.7,10.4,D
-7.804,-54.918,307.1,3.1,1.7,10/19/2018,1645,A,23,6.0NRT,286.2,20.8,D
-6.269,-44.619,330.1,1.2,1.1,10/19/2018,1645,A,68,6.0NRT,302.6,19.2,D
-6.454,-45.867,322.8,1,1,10/19/2018,1645,A,43,6.0NRT,300.4,9.9,D
-5.679,-41.334,326.2,2,1.4,10/19/2018,1645,A,49,6.0NRT,301.2,28.1,D
-5.58,-40.937,327.2,2.1,1.4,10/19/2018,1645,A,66,6.0NRT,304.3,35.5,D
-6.415,-46.62,337.2,1,1,10/19/2018,1645,A,81,6.0NRT,285.8,31,D
-6.417,-46.629,357.7,1,1,10/19/2018,1645,A,74,6.0NRT,286.6,72.6,D
-5.554,-41.017,329.3,2.1,1.4,10/19/2018,1645,A,71,6.0NRT,304.1,33.8,D
-6.248,-45.594,328.1,1.1,1,10/19/2018,1645,A,48,6.0NRT,303,12.9,D
-5.485,-40.83,353.4,2.2,1.4,10/19/2018,1645,A,96,6.0NRT,306.8,162,D
-5.484,-40.815,337.8,2.2,1.4,10/19/2018,1645,A,83,6.0NRT,305.9,65.7,D
-5.487,-40.834,343.9,2.2,1.4,10/19/2018,1645,A,89,6.0NRT,307,100.9,D
-5.886,-43.842,339.3,1.3,1.1,10/19/2018,1645,A,85,6.0NRT,304.4,34.1,D
-5.929,-44.126,362,1.2,1.1,10/19/2018,1645,A,100,6.0NRT,307.4,105.1,D
-5.691,-42.723,327.4,1.6,1.2,10/19/2018,1645,A,46,6.0NRT,302.1,22.5,D
-5.192,-39.706,326.6,2.7,1.6,10/19/2018,1645,A,63,6.0NRT,305.3,31.8,D
-5.15,-39.712,332.6,2.7,1.6,10/19/2018,1645,A,72,6.0NRT,305.3,57.2,D
-5.161,-39.785,326.8,2.7,1.6,10/19/2018,1645,A,60,6.0NRT,305.2,27.4,D
-5.136,-39.715,328.1,2.7,1.6,10/19/2018,1645,A,64,6.0NRT,305.5,31,D
-5.139,-39.739,328.6,2.7,1.6,10/19/2018,1645,A,65,6.0NRT,305.9,34.3,D
-5.14,-39.669,328.5,2.8,1.6,10/19/2018,1645,A,69,6.0NRT,305.3,37,D
-5.147,-39.718,340.3,2.7,1.6,10/19/2018,1645,A,81,6.0NRT,305.6,107.4,D
-5.158,-39.791,328.7,2.7,1.6,10/19/2018,1645,A,69,6.0NRT,305.7,36.7,D
-5.849,-44.421,328.4,1.2,1.1,10/19/2018,1645,A,53,6.0NRT,303.5,14,D
-6.064,-46.413,318.8,1,1,10/19/2018,1645,A,49,6.0NRT,296.9,5.2,D
-4.983,-39.727,328.6,2.7,1.6,10/19/2018,1645,A,69,6.0NRT,304.6,37,D
-4.977,-39.708,328.8,2.8,1.6,10/19/2018,1645,A,70,6.0NRT,304.6,40.9,D
-4.981,-39.732,327.1,2.7,1.6,10/19/2018,1645,A,66,6.0NRT,304.5,30.2,D
-6.005,-46.71,323.6,1,1,10/19/2018,1645,A,55,6.0NRT,295.8,12.3,D
-5.774,-45.231,326.4,1.1,1,10/19/2018,1645,A,71,6.0NRT,299.5,16.9,D
-6.767,-52.454,312.4,1.9,1.3,10/19/2018,1645,A,68,6.0NRT,291.6,15.4,D
-6.572,-51.097,312.6,1.5,1.2,10/19/2018,1645,A,41,6.0NRT,289.8,12.7,D
-7.15,-55.486,304.1,3.3,1.7,10/19/2018,1645,A,0,6.0NRT,278.7,23,D
-4.856,-40.079,327.2,2.6,1.5,10/19/2018,1645,A,67,6.0NRT,304.2,38.2,D
-4.812,-39.894,328.8,2.7,1.6,10/19/2018,1645,A,71,6.0NRT,300.4,50.2,D
-4.816,-39.919,324.9,2.7,1.6,10/19/2018,1645,A,47,6.0NRT,302.2,31.5,D
-4.827,-39.988,326.1,2.6,1.6,10/19/2018,1645,A,64,6.0NRT,303.9,35,D
-4.798,-39.895,325.5,2.7,1.6,10/19/2018,1645,A,52,6.0NRT,298.9,34.6,D
-4.802,-39.921,324.8,2.7,1.6,10/19/2018,1645,A,26,6.0NRT,302.4,31.5,D
-4.823,-39.897,325.7,2.7,1.6,10/19/2018,1645,A,65,6.0NRT,300.9,35.1,D
-4.826,-39.922,325.7,2.7,1.6,10/19/2018,1645,A,58,6.0NRT,301.8,34.8,D
-4.851,-40.085,325.6,2.6,1.5,10/19/2018,1645,A,62,6.0NRT,303.8,32.7,D
-4.823,-39.994,327.4,2.6,1.6,10/19/2018,1645,A,69,6.0NRT,303.6,42,D
-4.795,-39.902,328.5,2.7,1.6,10/19/2018,1645,A,70,6.0NRT,299.1,50.6,D
-4.774,-39.955,323.2,2.7,1.6,10/19/2018,1645,A,45,6.0NRT,302.5,27.6,D
-5.471,-44.621,331.2,1.2,1.1,10/19/2018,1645,A,61,6.0NRT,305.8,17.3,D
-4.75,-39.983,321.7,2.6,1.6,10/19/2018,1645,A,35,6.0NRT,300.9,20.5,D
-5.629,-46.526,321.4,1,1,10/19/2018,1645,A,35,6.0NRT,296.3,8.8,D
-4.605,-39.667,324.1,2.8,1.6,10/19/2018,1645,A,55,6.0NRT,300.3,43.5,D
-4.609,-39.693,323.1,2.8,1.6,10/19/2018,1645,A,46,6.0NRT,300.8,38.5,D
-5.657,-46.977,319.1,1,1,10/19/2018,1645,A,48,6.0NRT,294.2,7.9,D
-5.517,-46.129,320.9,1,1,10/19/2018,1645,A,42,6.0NRT,299.9,7.8,D
-6.364,-52.637,316.7,1.9,1.4,10/19/2018,1645,A,60,6.0NRT,287.5,22.4,D
-6.35,-52.576,323,1.9,1.3,10/19/2018,1645,A,80,6.0NRT,292.2,34.4,D
-6.352,-52.593,341.1,1.9,1.3,10/19/2018,1645,A,92,6.0NRT,293,97.8,D
-6.298,-52.74,313.3,2,1.4,10/19/2018,1645,A,70,6.0NRT,288.5,20.6,D
-5.612,-47.759,319,1,1,10/19/2018,1645,A,59,6.0NRT,297.4,8.3,D
-5.202,-45.099,332.5,1.1,1.1,10/19/2018,1645,A,80,6.0NRT,299.2,24.4,D
-6.252,-52.611,317.4,1.9,1.3,10/19/2018,1645,A,75,6.0NRT,293.5,23.1,D
-5.495,-47.65,326,1,1,10/19/2018,1645,A,76,6.0NRT,298.9,13.3,D
-4.932,-43.812,334.5,1.3,1.2,10/19/2018,1645,A,46,6.0NRT,311.4,30,D
-5.101,-45.11,326.6,1.1,1.1,10/19/2018,1645,A,54,6.0NRT,300.5,14.9,D
-5.103,-45.12,339.7,1.1,1.1,10/19/2018,1645,A,82,6.0NRT,300.7,38.1,D
-5.069,-45.021,351.4,1.1,1.1,10/19/2018,1645,A,90,6.0NRT,300.9,64.8,D
-5.07,-45.031,349.1,1.1,1.1,10/19/2018,1645,A,82,6.0NRT,297.7,59.2,D
-5.044,-45.118,354.3,1.1,1.1,10/19/2018,1645,A,84,6.0NRT,300.4,69.2,D
-5.032,-45.064,327.4,1.1,1.1,10/19/2018,1645,A,27,6.0NRT,300.5,15.1,D
-5.041,-45.125,383.8,1.1,1.1,10/19/2018,1645,A,75,6.0NRT,302.9,189.4,D
-4.631,-42.461,339.6,1.7,1.3,10/19/2018,1645,A,86,6.0NRT,306.4,57.5,D
-5.021,-45.117,330.1,1.1,1.1,10/19/2018,1645,A,78,6.0NRT,302.7,18.3,D
-5.265,-46.812,332.4,1,1,10/19/2018,1645,A,74,6.0NRT,297.6,20,D
-4.268,-40.416,368.4,2.5,1.5,10/19/2018,1645,A,71,6.0NRT,299.5,362.5,D
-4.984,-45.195,374.3,1.1,1.1,10/19/2018,1645,A,87,6.0NRT,299.5,142.2,D
-4.964,-45.126,346.3,1.1,1.1,10/19/2018,1645,A,92,6.0NRT,302.8,52.7,D
-4.965,-45.136,333.1,1.1,1.1,10/19/2018,1645,A,81,6.0NRT,299.9,27,D
-4.934,-45.551,325.6,1.1,1,10/19/2018,1645,A,49,6.0NRT,300.7,12.8,D
-6.252,-55.22,314.5,3.1,1.7,10/19/2018,1645,A,72,6.0NRT,288.8,42.7,D
-6.255,-55.247,311.5,3.1,1.7,10/19/2018,1645,A,64,6.0NRT,288.7,33.2,D
-4.925,-45.553,335.6,1.1,1,10/19/2018,1645,A,84,6.0NRT,300.9,26.9,D
-4.918,-45.549,329.4,1.1,1,10/19/2018,1645,A,74,6.0NRT,301.5,17.8,D
-4.918,-45.609,325.2,1.1,1,10/19/2018,1645,A,43,6.0NRT,304.3,12.8,D
-4.919,-45.619,332.2,1.1,1,10/19/2018,1645,A,81,6.0NRT,302.6,23.2,D
-5.376,-48.883,322.2,1.1,1,10/19/2018,1645,A,60,6.0NRT,295.6,12.8,D
-6.253,-55.225,317.7,3.1,1.7,10/19/2018,1645,A,76,6.0NRT,288.9,58.1,D
-5.222,-48.188,324.5,1,1,10/19/2018,1645,A,57,6.0NRT,294.6,14.1,D
-5.224,-48.197,320,1,1,10/19/2018,1645,A,25,6.0NRT,296.6,9.4,D
-5.58,-51.062,308,1.4,1.2,10/19/2018,1645,A,34,6.0NRT,274.1,9.8,D
-3.977,-40.226,332.8,2.6,1.6,10/19/2018,1645,A,69,6.0NRT,297.9,73,D
-5.153,-48.158,319,1,1,10/19/2018,1645,A,39,6.0NRT,294.2,9.7,D
-5.567,-51.209,308.1,1.5,1.2,10/19/2018,1645,A,32,6.0NRT,275.1,9.6,D
-5.569,-51.222,313.7,1.5,1.2,10/19/2018,1645,A,56,6.0NRT,274.9,16.6,D
-5.459,-51.084,315.9,1.4,1.2,10/19/2018,1645,A,72,6.0NRT,282.4,17.7,D
-4.69,-45.704,422.9,1.1,1,10/19/2018,1645,A,87,6.0NRT,302.7,456.7,D
-4.849,-46.86,353.9,1,1,10/19/2018,1645,A,97,6.0NRT,301.5,61.4,D
-4.85,-46.869,342.1,1,1,10/19/2018,1645,A,90,6.0NRT,298.1,38.2,D
-4.819,-46.789,334.7,1,1,10/19/2018,1645,A,75,6.0NRT,300.9,23.4,D
-4.809,-46.781,336.8,1,1,10/19/2018,1645,A,66,6.0NRT,302.5,24.6,D
-4.81,-46.79,459.2,1,1,10/19/2018,1645,A,100,6.0NRT,317.3,834.6,D
-4.812,-46.799,423.5,1,1,10/19/2018,1645,A,87,6.0NRT,306.6,416.3,D
-4.639,-45.66,376.5,1.1,1,10/19/2018,1645,A,100,6.0NRT,304.7,145.3,D
-4.64,-45.669,354.9,1.1,1,10/19/2018,1645,A,97,6.0NRT,303.7,70.7,D
-4.8,-46.782,336.2,1,1,10/19/2018,1645,A,83,6.0NRT,297.9,22.1,D
-4.802,-46.791,339.6,1,1,10/19/2018,1645,A,88,6.0NRT,299,28.5,D
