latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-15.629,-62.214,304.3,1.5,1.2,10/19/2018,305,T,60,6.0NRT,285.2,9.2,N
-15.618,-62.216,303.8,1.5,1.2,10/19/2018,305,T,57,6.0NRT,285,8.6,N
-15.69,-62.986,309.2,1.4,1.2,10/19/2018,305,T,77,6.0NRT,286.5,11.7,N
-15.868,-65.405,310.5,1,1,10/19/2018,305,T,79,6.0NRT,292.1,8.3,N
-15.853,-65.368,305.3,1,1,10/19/2018,305,T,61,6.0NRT,291.2,4.6,N
-14.827,-65.532,317.8,1,1,10/19/2018,305,T,96,6.0NRT,289,15.8,N
-14.619,-65.8,308.5,1,1,10/19/2018,305,T,72,6.0NRT,291.6,6.5,N
-14.608,-65.792,306.8,1,1,10/19/2018,305,T,69,6.0NRT,290.5,5.4,N
-14.61,-65.802,304.8,1,1,10/19/2018,305,T,40,6.0NRT,290.9,4.1,N
-14.601,-65.803,328.5,1,1,10/19/2018,305,T,100,6.0NRT,291.5,25.9,N
-14.602,-65.812,321.8,1,1,10/19/2018,305,T,100,6.0NRT,291.7,18,N
-14.731,-66.701,318.7,1,1,10/19/2018,305,T,97,6.0NRT,276.8,16.4,N
-14.733,-66.711,300.5,1,1,10/19/2018,305,T,24,6.0NRT,277.9,3.4,N
-14.475,-67.099,303.1,1,1,10/19/2018,305,T,41,6.0NRT,289.3,4,N
-14.477,-67.108,304.6,1,1,10/19/2018,305,T,61,6.0NRT,288.3,4.9,N
-14.467,-67.106,305.8,1,1,10/19/2018,305,T,66,6.0NRT,287.7,6.2,N
-14.224,-67.268,323.7,1,1,10/19/2018,305,T,100,6.0NRT,284.2,20.2,N
-14.214,-67.267,309.6,1,1,10/19/2018,305,T,78,6.0NRT,282,8.9,N
-13.316,-68.074,307.9,1,1,10/19/2018,305,T,73,6.0NRT,290,7.2,N
-12.951,-68.023,320.4,1,1,10/19/2018,305,T,100,6.0NRT,290.2,16.8,N
-12.952,-68.032,308,1,1,10/19/2018,305,T,41,6.0NRT,290.4,6.5,N
-12.943,-68.03,311.9,1,1,10/19/2018,305,T,54,6.0NRT,290.8,9.3,N
-12.935,-68.041,308.6,1,1,10/19/2018,305,T,61,6.0NRT,290.8,7.2,N
-12.936,-68.05,305.7,1,1,10/19/2018,305,T,20,6.0NRT,291.4,5.2,N
-12.934,-68.164,304.9,1,1,10/19/2018,305,T,62,6.0NRT,292.3,4.9,N
-12.916,-68.101,307.1,1,1,10/19/2018,305,T,70,6.0NRT,292.1,6.6,N
-12.917,-68.11,307.1,1,1,10/19/2018,305,T,70,6.0NRT,291.9,6.2,N
-12.921,-68.138,307.7,1,1,10/19/2018,305,T,72,6.0NRT,292.6,6.4,N
-12.877,-68.351,321.1,1,1,10/19/2018,305,T,100,6.0NRT,294.2,16.5,N
-12.867,-68.343,418.4,1,1,10/19/2018,305,T,100,6.0NRT,304.7,394.1,N
-12.868,-68.352,375.1,1,1,10/19/2018,305,T,100,6.0NRT,298,136.3,N
-12.858,-68.344,428.8,1,1,10/19/2018,305,T,100,6.0NRT,303.9,489.2,N
-12.859,-68.354,352.4,1,1,10/19/2018,305,T,100,6.0NRT,295.2,66.6,N
-12.849,-68.346,360.9,1,1,10/19/2018,305,T,100,6.0NRT,294.5,88.8,N
-12.85,-68.355,327.2,1,1,10/19/2018,305,T,100,6.0NRT,293.4,22.6,N
-12.813,-69.648,302.6,1.1,1.1,10/19/2018,305,T,50,6.0NRT,284,5.8,N
-6.48,-75.769,301.7,2.5,1.5,10/19/2018,305,T,33,6.0NRT,285.7,15.8,N
3.876,-71.897,314.6,1,1,10/19/2018,310,T,90,6.0NRT,272.4,14.6,N
-12.849,-43.725,302.6,1.1,1,10/19/2018,430,A,14,6.0NRT,290.6,5.8,N
-12.55,-48.817,311.5,1.3,1.1,10/19/2018,430,A,83,6.0NRT,285.2,14.4,N
-12.552,-48.806,316.5,1.3,1.1,10/19/2018,430,A,93,6.0NRT,285.6,19.8,N
-13.636,-43.624,312.6,1.1,1.1,10/19/2018,430,A,85,6.0NRT,291.2,12.6,N
-13.638,-43.614,306.1,1.1,1.1,10/19/2018,430,A,67,6.0NRT,290.4,7.2,N
-13.642,-43.62,313.2,1.1,1.1,10/19/2018,430,A,86,6.0NRT,291.4,13.2,N
-13.926,-45.839,311.5,1,1,10/19/2018,430,A,24,6.0NRT,286,10.2,N
-13.928,-45.829,335.9,1,1,10/19/2018,430,A,100,6.0NRT,286.7,36.3,N
-13.935,-45.84,313.1,1,1,10/19/2018,430,A,79,6.0NRT,285.3,11.8,N
-13.938,-45.822,313.8,1,1,10/19/2018,430,A,83,6.0NRT,283.8,12.6,N
-13.939,-45.812,306.9,1,1,10/19/2018,430,A,11,6.0NRT,281.1,7.5,N
-13.947,-45.823,309.6,1,1,10/19/2018,430,A,55,6.0NRT,282.5,9.7,N
-15.809,-42.533,303.2,1.4,1.2,10/19/2018,430,A,54,6.0NRT,285.4,9.6,N
-2.561,-48.113,306,1.6,1.3,10/19/2018,425,A,66,6.0NRT,289.7,12.7,N
-4.107,-47.747,303.8,1.4,1.2,10/19/2018,425,A,57,6.0NRT,291,8,N
-4.112,-47.741,302.3,1.4,1.2,10/19/2018,425,A,48,6.0NRT,291.1,6.8,N
-4.084,-48.285,303.8,1.6,1.2,10/19/2018,425,A,57,6.0NRT,289.7,10.6,N
-4.073,-48.816,302.5,1.7,1.3,10/19/2018,425,A,49,6.0NRT,289.2,9.1,N
-4.147,-48.771,300.2,1.7,1.3,10/19/2018,425,A,22,6.0NRT,284.5,7.6,N
-4.18,-48.562,316.2,1.6,1.3,10/19/2018,425,A,93,6.0NRT,289.2,29.1,N
-4.82,-44.351,306.1,1,1,10/19/2018,425,A,67,6.0NRT,293.2,5.8,N
-4.191,-48.564,318.3,1.6,1.3,10/19/2018,425,A,97,6.0NRT,289.8,32.7,N
-4.559,-47.177,305,1.3,1.1,10/19/2018,425,A,62,6.0NRT,289.2,8.1,N
-4.558,-47.172,301.2,1.3,1.1,10/19/2018,425,A,19,6.0NRT,289.2,4.7,N
-4.903,-45.714,314.4,1.1,1,10/19/2018,425,A,89,6.0NRT,291.3,14.4,N
-5.367,-44.954,308.1,1,1,10/19/2018,425,A,74,6.0NRT,290.7,7.2,N
-5.096,-46.936,300.5,1.2,1.1,10/19/2018,425,A,29,6.0NRT,285.6,5.9,N
-5.417,-44.989,306.7,1,1,10/19/2018,425,A,69,6.0NRT,291.4,6.3,N
-5.627,-45.246,307,1,1,10/19/2018,425,A,70,6.0NRT,290,6.9,N
-5.628,-45.237,318.6,1,1,10/19/2018,425,A,97,6.0NRT,291,16.3,N
-5.605,-46.55,302.1,1.2,1.1,10/19/2018,425,A,46,6.0NRT,286.9,5.7,N
-6.093,-45.881,302.9,1.1,1,10/19/2018,425,A,52,6.0NRT,292.1,4.3,N
-6.549,-43.229,304.8,1,1,10/19/2018,425,A,60,6.0NRT,288.1,5.6,N
-15.758,-61.727,311.6,3.6,1.8,10/19/2018,610,A,83,6.0NRT,274.5,74.5,N
-15.766,-61.735,311.9,3.6,1.8,10/19/2018,610,A,84,6.0NRT,272.8,80.8,N
-15.769,-61.702,301.2,3.6,1.8,10/19/2018,610,A,39,6.0NRT,276.7,36.7,N
-16.175,-60.685,303.7,4.3,1.9,10/19/2018,610,A,56,6.0NRT,276.7,56.7,N
-16.176,-60.693,303.4,4.3,1.9,10/19/2018,610,A,29,6.0NRT,277.8,51.6,N
-16.321,-60.283,302.8,4.6,2,10/19/2018,610,A,52,6.0NRT,272.4,60.1,N
-16.32,-60.287,303,4.6,2,10/19/2018,610,A,53,6.0NRT,272.4,59.9,N
-16.36,-61.149,328.7,4,1.9,10/19/2018,610,A,100,6.0NRT,283.1,204.1,N
-16.363,-61.112,323.9,4,1.9,10/19/2018,610,A,100,6.0NRT,281.6,164.5,N
-16.363,-61.158,320.3,4,1.9,10/19/2018,610,A,100,6.0NRT,282.8,137.1,N
-16.367,-61.12,332.3,4,1.9,10/19/2018,610,A,100,6.0NRT,282.3,242.5,N
-16.659,-62.435,301.8,3.2,1.7,10/19/2018,610,A,13,6.0NRT,281.1,18.5,N
-16.674,-62.436,306.6,3.2,1.7,10/19/2018,610,A,52,6.0NRT,286.4,33.6,N
-16.667,-62.646,305.3,3.1,1.7,10/19/2018,610,A,64,6.0NRT,289.3,29.7,N
-16.671,-62.441,309,3.2,1.7,10/19/2018,610,A,76,6.0NRT,286.5,43.3,N
-16.674,-62.411,305.6,3.2,1.7,10/19/2018,610,A,57,6.0NRT,286.8,32.8,N
-16.665,-62.65,303.2,3.1,1.7,10/19/2018,610,A,54,6.0NRT,289.3,24.9,N
-17.207,-61.662,308.4,3.8,1.8,10/19/2018,610,A,74,6.0NRT,282.5,53.9,N
-17.196,-61.668,302.1,3.8,1.8,10/19/2018,610,A,23,6.0NRT,281.2,25.3,N
-17.213,-61.67,303.8,3.8,1.8,10/19/2018,610,A,44,6.0NRT,283.1,32,N
-17.373,-60.715,306.4,4.4,1.9,10/19/2018,610,A,68,6.0NRT,283.4,55.1,N
-17.377,-60.674,306.4,4.5,1.9,10/19/2018,610,A,68,6.0NRT,283.6,56.8,N
-17.374,-60.719,305.1,4.4,1.9,10/19/2018,610,A,63,6.0NRT,283.3,48,N
-17.378,-60.677,308.2,4.5,1.9,10/19/2018,610,A,74,6.0NRT,283.5,66.5,N
-17.441,-60.767,319.4,4.4,1.9,10/19/2018,610,A,98,6.0NRT,281.5,139.3,N
-17.454,-60.81,300.6,4.4,1.9,10/19/2018,610,A,16,6.0NRT,281.6,25.2,N
-17.458,-60.769,303.4,4.4,1.9,10/19/2018,610,A,51,6.0NRT,279.2,39.4,N
-17.441,-60.776,322.6,4.4,1.9,10/19/2018,610,A,100,6.0NRT,281.8,166.9,N
-17.458,-60.777,305,4.4,1.9,10/19/2018,610,A,62,6.0NRT,280.5,50,N
-17.662,-60.884,302.9,4.3,1.9,10/19/2018,610,A,52,6.0NRT,286.5,35.8,N
-17.63,-62.084,322.2,3.5,1.8,10/19/2018,610,A,100,6.0NRT,291.2,115.9,N
-17.633,-62.051,317.5,3.6,1.8,10/19/2018,610,A,95,6.0NRT,291.3,88.5,N
-17.639,-62.09,320.1,3.5,1.8,10/19/2018,610,A,100,6.0NRT,291.5,101.9,N
-17.642,-62.056,321.9,3.6,1.8,10/19/2018,610,A,100,6.0NRT,291.4,114.7,N
-18.057,-62.157,306.8,3.5,1.8,10/19/2018,610,A,69,6.0NRT,291.9,34.1,N
-18.061,-62.124,310.1,3.6,1.8,10/19/2018,610,A,79,6.0NRT,292.2,49,N
-18.053,-62.13,311.6,3.6,1.8,10/19/2018,610,A,83,6.0NRT,292,55.9,N
-19.063,-63.341,304.3,3,1.6,10/19/2018,610,A,40,6.0NRT,289.7,26.1,N
-32.707,-64.977,308.4,3.3,1.7,10/19/2018,610,A,74,6.0NRT,273.1,76.9,N
-32.717,-64.985,317.5,3.3,1.7,10/19/2018,610,A,95,6.0NRT,274.1,116.4,N
-12.93,-68.036,301.1,1.2,1.1,10/19/2018,605,A,6,6.0NRT,285.3,4.4,N
-12.942,-68.016,306.6,1.2,1.1,10/19/2018,605,A,69,6.0NRT,286.4,8.4,N
-12.944,-68.005,302.4,1.2,1.1,10/19/2018,605,A,42,6.0NRT,286.1,5.3,N
-12.952,-68.017,335.5,1.2,1.1,10/19/2018,605,A,100,6.0NRT,286.7,43.7,N
-12.953,-68.007,347.6,1.2,1.1,10/19/2018,605,A,100,6.0NRT,287.5,70,N
-13.795,-66.89,306.1,1.4,1.2,10/19/2018,605,A,67,6.0NRT,281.4,11.6,N
-14.213,-67.269,306.5,1.3,1.1,10/19/2018,605,A,51,6.0NRT,284.9,9.9,N
-14.224,-67.27,305.2,1.3,1.1,10/19/2018,605,A,39,6.0NRT,285.4,8.5,N
-7.571,-35.263,326.3,2.7,1.6,10/19/2018,1215,T,76,6.0NRT,292.5,76.1,D
-7.606,-35.049,314.8,2.6,1.6,10/19/2018,1215,T,38,6.0NRT,295.2,25.7,D
-8.324,-36.43,319.9,3.2,1.7,10/19/2018,1215,T,47,6.0NRT,299.5,43,D
-8.32,-36.436,318.8,3.2,1.7,10/19/2018,1215,T,46,6.0NRT,299.4,37.8,D
5.657,-53.732,316.3,1.5,1.2,10/19/2018,1350,T,25,6.0NRT,293.7,10.9,D
5.451,-55.201,313.9,1.9,1.3,10/19/2018,1350,T,41,6.0NRT,294.4,12.4,D
4.621,-55.027,313.5,1.8,1.3,10/19/2018,1350,T,0,6.0NRT,284.7,19.1,D
3.192,-51.292,317.8,1,1,10/19/2018,1350,T,53,6.0NRT,296.7,9.3,D
2.032,-50.609,322.8,1,1,10/19/2018,1350,T,0,6.0NRT,303.2,7.9,D
1.851,-50.504,322.6,1,1,10/19/2018,1350,T,59,6.0NRT,301.2,10.2,D
1.195,-50.802,319.4,1,1,10/19/2018,1350,T,37,6.0NRT,300.7,6.3,D
1.846,-55.877,318.7,1.9,1.3,10/19/2018,1350,T,73,6.0NRT,291.1,20.5,D
1.702,-55.979,317.7,1.9,1.3,10/19/2018,1350,T,71,6.0NRT,292,20.3,D
0.174,-50.127,318.6,1,1,10/19/2018,1350,T,49,6.0NRT,298.5,9,D
0.165,-50.128,322.1,1,1,10/19/2018,1350,T,72,6.0NRT,299.7,12.5,D
0.164,-50.119,316.6,1,1,10/19/2018,1350,T,38,6.0NRT,300.8,7.2,D
-0.319,-49.533,335.3,1,1,10/19/2018,1350,T,42,6.0NRT,314.8,21.5,D
-0.335,-49.487,354,1.1,1,10/19/2018,1350,T,97,6.0NRT,311.9,60,D
-0.344,-49.543,325.4,1,1,10/19/2018,1350,T,11,6.0NRT,308.7,12.2,D
-0.866,-48.058,330.5,1.2,1.1,10/19/2018,1350,T,82,6.0NRT,294.9,31.1,D
-1.158,-46.213,314.4,1.7,1.3,10/19/2018,1350,T,59,6.0NRT,297,16,D
-0.907,-48.676,323.5,1.1,1.1,10/19/2018,1350,T,45,6.0NRT,303.7,12,D
-1.701,-45.007,314.6,2.1,1.4,10/19/2018,1350,T,62,6.0NRT,294.4,19.8,D
-1.704,-44.988,317.2,2.1,1.4,10/19/2018,1350,T,67,6.0NRT,296,26.9,D
-1.164,-48.803,318.7,1.1,1.1,10/19/2018,1350,T,54,6.0NRT,303.5,11.1,D
-1.909,-45.722,314.1,1.9,1.3,10/19/2018,1350,T,52,6.0NRT,295.4,12.9,D
-1.638,-47.74,322,1.3,1.1,10/19/2018,1350,T,60,6.0NRT,299.8,15.6,D
-1.9,-47.974,322.3,1.3,1.1,10/19/2018,1350,T,74,6.0NRT,298.2,20,D
-2.39,-44.769,315.8,2.3,1.5,10/19/2018,1350,T,62,6.0NRT,295.7,24.9,D
-2.176,-47.269,316.4,1.5,1.2,10/19/2018,1350,T,64,6.0NRT,300.2,10.5,D
-2.178,-47.256,320,1.5,1.2,10/19/2018,1350,T,71,6.0NRT,299.5,15.8,D
-1.94,-50.723,341.1,1,1,10/19/2018,1350,T,90,6.0NRT,305.1,36.4,D
-1.941,-50.714,330.4,1,1,10/19/2018,1350,T,78,6.0NRT,302.4,20.3,D
-1.624,-54.083,322.7,1.2,1.1,10/19/2018,1350,T,72,6.0NRT,293.8,11.1,D
-1.626,-54.072,334.4,1.2,1.1,10/19/2018,1350,T,85,6.0NRT,295,31.6,D
-1.712,-53.633,322,1.2,1.1,10/19/2018,1350,T,45,6.0NRT,297.7,11.3,D
-3.38,-42.427,320.7,3.6,1.8,10/19/2018,1350,T,70,6.0NRT,299.7,54.6,D
-2.566,-48.111,325.1,1.3,1.1,10/19/2018,1350,T,52,6.0NRT,299.5,19.3,D
-2.564,-48.117,323.7,1.3,1.1,10/19/2018,1350,T,61,6.0NRT,300.6,18.9,D
-3.388,-42.436,318.3,3.6,1.8,10/19/2018,1350,T,64,6.0NRT,299.3,40,D
-2.685,-47.559,324.9,1.4,1.2,10/19/2018,1350,T,78,6.0NRT,297,27.3,D
-2.687,-47.546,316.6,1.4,1.2,10/19/2018,1350,T,66,6.0NRT,296.7,14,D
-2.885,-47.941,315.8,1.3,1.1,10/19/2018,1350,T,59,6.0NRT,298.4,12,D
-3.072,-47.349,326.1,1.5,1.2,10/19/2018,1350,T,76,6.0NRT,300.5,18.4,D
-3.896,-41.648,324.4,4.3,1.9,10/19/2018,1350,T,74,6.0NRT,301.9,72.8,D
-2.885,-50.431,317.9,1,1,10/19/2018,1350,T,28,6.0NRT,298.2,8.7,D
-3.032,-50.374,328.9,1,1,10/19/2018,1350,T,80,6.0NRT,299.9,20.7,D
-3.572,-46.975,319,1.6,1.2,10/19/2018,1350,T,27,6.0NRT,299.4,14.8,D
-3.796,-47.336,319.1,1.5,1.2,10/19/2018,1350,T,42,6.0NRT,298.6,16.6,D
-3.882,-47.209,313.9,1.6,1.2,10/19/2018,1350,T,42,6.0NRT,295.4,12.7,D
-4.487,-43.945,313.7,2.9,1.6,10/19/2018,1350,T,21,6.0NRT,295,18.4,D
-4.703,-43.142,322.2,3.3,1.7,10/19/2018,1350,T,38,6.0NRT,301.9,63.3,D
-4.136,-47.429,318.3,1.5,1.2,10/19/2018,1350,T,56,6.0NRT,292.1,16.9,D
-4.14,-47.422,313.8,1.5,1.2,10/19/2018,1350,T,41,6.0NRT,291,10.3,D
-3.112,-54.732,318.3,1.3,1.1,10/19/2018,1350,T,67,6.0NRT,296.5,11.3,D
-4.767,-43.896,320,2.9,1.6,10/19/2018,1350,T,44,6.0NRT,299.8,42.7,D
-4.622,-45.707,329.5,2.1,1.4,10/19/2018,1350,T,81,6.0NRT,294.7,61.2,D
-3.484,-53.962,325.8,1.2,1.1,10/19/2018,1350,T,69,6.0NRT,292,19.1,D
-4.913,-44.161,320.2,2.8,1.6,10/19/2018,1350,T,69,6.0NRT,295,41.5,D
-5.01,-43.78,316.9,3,1.6,10/19/2018,1350,T,30,6.0NRT,297.7,35,D
-5.01,-43.787,317.5,3,1.6,10/19/2018,1350,T,36,6.0NRT,298,37.5,D
-3.041,-57.461,313.4,2.1,1.4,10/19/2018,1350,T,60,6.0NRT,288.3,16.6,D
-5.057,-43.656,323.7,3.1,1.7,10/19/2018,1350,T,74,6.0NRT,301.9,66,D
-5.01,-44.428,315.2,2.7,1.6,10/19/2018,1350,T,57,6.0NRT,294.9,20,D
-5.001,-44.433,315.3,2.7,1.6,10/19/2018,1350,T,58,6.0NRT,294.8,21.3,D
-4.023,-52.088,319.1,1,1,10/19/2018,1350,T,58,6.0NRT,294.2,9.2,D
-4.032,-52.089,326,1,1,10/19/2018,1350,T,67,6.0NRT,297.6,16.1,D
-4.041,-52.091,325.5,1,1,10/19/2018,1350,T,79,6.0NRT,295.1,15.2,D
-5.451,-44.115,317.9,2.9,1.6,10/19/2018,1350,T,66,6.0NRT,292.7,32.3,D
-5.494,-44.256,316.9,2.8,1.6,10/19/2018,1350,T,64,6.0NRT,292.3,29.1,D
-5.546,-45.034,311.4,2.4,1.5,10/19/2018,1350,T,21,6.0NRT,290.1,18.2,D
-6.323,-43.709,319.3,3.2,1.7,10/19/2018,1350,T,66,6.0NRT,292.3,66.9,D
-6.449,-43.79,312.7,3.2,1.7,10/19/2018,1350,T,39,6.0NRT,290.5,38,D
-6.447,-43.796,313.7,3.2,1.7,10/19/2018,1350,T,0,6.0NRT,291.3,42.5,D
-5.904,-51.323,327.6,1,1,10/19/2018,1355,T,81,6.0NRT,294.7,19.7,D
-7.675,-45.204,317.8,2.5,1.5,10/19/2018,1355,T,0,6.0NRT,291.9,32.5,D
-7.605,-46.138,316,2.1,1.4,10/19/2018,1355,T,64,6.0NRT,289.2,18.6,D
-7.6,-47.161,316.1,1.8,1.3,10/19/2018,1355,T,50,6.0NRT,291.6,18.2,D
-7.88,-45.41,314.2,2.5,1.5,10/19/2018,1355,T,27,6.0NRT,289.3,29.1,D
-8.167,-45.73,313.8,2.4,1.5,10/19/2018,1355,T,19,6.0NRT,289.9,26.1,D
-7.758,-49.709,332.4,1.2,1.1,10/19/2018,1355,T,85,6.0NRT,296.1,29,D
-7.761,-49.704,324.6,1.2,1.1,10/19/2018,1355,T,70,6.0NRT,294.2,17.4,D
-7.295,-55.474,317.4,1.3,1.1,10/19/2018,1355,T,46,6.0NRT,294.5,11.6,D
-8.488,-49.309,317.2,1.3,1.1,10/19/2018,1355,T,68,6.0NRT,290.7,12,D
-9.182,-48.072,320.3,1.6,1.2,10/19/2018,1355,T,45,6.0NRT,298.5,15.5,D
-9.245,-48.276,316.1,1.6,1.2,10/19/2018,1355,T,47,6.0NRT,293.9,13.9,D
-10.228,-49.407,339,1.3,1.2,10/19/2018,1355,T,89,6.0NRT,292.3,48.3,D
-9.737,-53.797,308.6,1,1,10/19/2018,1355,T,59,6.0NRT,284,5.3,D
-10.42,-49.42,332.7,1.4,1.2,10/19/2018,1355,T,84,6.0NRT,292.6,37,D
-10.422,-49.408,328.4,1.4,1.2,10/19/2018,1355,T,81,6.0NRT,290.6,29.1,D
-10.43,-49.422,321.8,1.4,1.2,10/19/2018,1355,T,60,6.0NRT,290.3,17.8,D
-10.211,-52.59,329.1,1,1,10/19/2018,1355,T,82,6.0NRT,289.5,21.2,D
-10.214,-52.757,320.5,1,1,10/19/2018,1355,T,31,6.0NRT,291.7,8.7,D
-10.215,-52.748,324.9,1,1,10/19/2018,1355,T,77,6.0NRT,290.6,12.1,D
-10.333,-52.132,327.6,1,1,10/19/2018,1355,T,81,6.0NRT,292.6,16.3,D
-10.334,-52.122,327.2,1,1,10/19/2018,1355,T,80,6.0NRT,293.1,16,D
-10.629,-54.047,307.7,1,1,10/19/2018,1355,T,12,6.0NRT,274,5.5,D
-10.637,-54.058,312.7,1,1,10/19/2018,1355,T,66,6.0NRT,274.1,9.4,D
-10.707,-54.45,305,1.1,1,10/19/2018,1355,T,0,6.0NRT,272.2,4.7,D
-10.708,-54.441,304.1,1.1,1,10/19/2018,1355,T,0,6.0NRT,271,4.2,D
-10.978,-52.817,315.4,1,1,10/19/2018,1355,T,42,6.0NRT,277.9,9.3,D
-12.326,-45.837,326.8,2.7,1.6,10/19/2018,1355,T,69,6.0NRT,292.6,63.6,D
-10.834,-57.18,311.3,1.5,1.2,10/19/2018,1355,T,60,6.0NRT,283.2,10.6,D
-13.397,-43.551,328.6,4.2,1.9,10/19/2018,1355,T,81,6.0NRT,298.5,80.6,D
-13.401,-43.512,333.6,4.2,1.9,10/19/2018,1355,T,86,6.0NRT,297.7,140.3,D
-13.414,-43.552,327.6,4.2,1.9,10/19/2018,1355,T,81,6.0NRT,297.9,71.2,D
-13.419,-43.514,330.7,4.2,1.9,10/19/2018,1355,T,83,6.0NRT,297.5,107.1,D
-14.101,-43.349,339.6,4.4,1.9,10/19/2018,1355,T,90,6.0NRT,289.6,276.1,D
-14.119,-43.35,340.7,4.4,1.9,10/19/2018,1355,T,90,6.0NRT,286.9,291.8,D
-14.102,-43.355,349.8,4.4,1.9,10/19/2018,1355,T,95,6.0NRT,290.2,440.9,D
-14.12,-43.357,332.8,4.4,1.9,10/19/2018,1355,T,85,6.0NRT,286.1,192.2,D
-13.444,-53.831,319.8,1,1,10/19/2018,1355,T,67,6.0NRT,279.9,13.6,D
-12.71,-63.059,308.5,3.7,1.8,10/19/2018,1355,T,35,6.0NRT,278.5,31.3,D
-13.911,-56.631,328.8,1.2,1.1,10/19/2018,1355,T,44,6.0NRT,297.8,23,D
-13.913,-56.626,328.2,1.2,1.1,10/19/2018,1355,T,33,6.0NRT,297.4,20.2,D
-14.179,-55.6,329.4,1.1,1,10/19/2018,1355,T,62,6.0NRT,298.1,17.4,D
-13.103,-62.559,306.3,3.4,1.7,10/19/2018,1355,T,36,6.0NRT,278.9,21.6,D
-13.22,-63.091,331.1,3.7,1.8,10/19/2018,1355,T,85,6.0NRT,275,168.4,D
-14.612,-59.127,320.5,1.7,1.3,10/19/2018,1355,T,55,6.0NRT,285.6,24.6,D
-15.124,-56.532,351,1.2,1.1,10/19/2018,1355,T,96,6.0NRT,283.7,67.9,D
-15.127,-56.539,333.1,1.2,1.1,10/19/2018,1355,T,86,6.0NRT,283.2,30.2,D
-15.128,-56.528,320.3,1.2,1.1,10/19/2018,1355,T,61,6.0NRT,282.9,11.4,D
-16.362,-61.148,313.6,2.3,1.5,10/19/2018,1355,T,42,6.0NRT,280.2,22.6,D
-16.366,-61.127,311.9,2.3,1.5,10/19/2018,1355,T,22,6.0NRT,279.7,17.6,D
-16.375,-61.151,315.5,2.3,1.5,10/19/2018,1355,T,64,6.0NRT,279.5,27.8,D
-16.379,-61.13,313.2,2.3,1.5,10/19/2018,1355,T,52,6.0NRT,279.2,20.4,D
-16.375,-61.136,324.7,2.3,1.5,10/19/2018,1355,T,79,6.0NRT,280,55.2,D
-16.669,-62.426,320.4,2.8,1.6,10/19/2018,1355,T,40,6.0NRT,287.2,40,D
-16.671,-62.433,322.3,2.8,1.6,10/19/2018,1355,T,38,6.0NRT,286.7,45.1,D
-18.152,-54.548,337.2,1,1,10/19/2018,1355,T,84,6.0NRT,281.2,31.3,D
-18.153,-54.539,314.9,1,1,10/19/2018,1355,T,44,6.0NRT,281.3,4.9,D
-18.746,-54.195,310.3,1,1,10/19/2018,1355,T,0,6.0NRT,273.9,5.2,D
-28.995,-56.706,305.1,1,1,10/19/2018,1400,T,39,6.0NRT,279.4,4.4,D
-30.758,-57.983,309.3,1,1,10/19/2018,1400,T,19,6.0NRT,296.5,3.6,D
-30.817,-60.854,317.4,1.2,1.1,10/19/2018,1400,T,70,6.0NRT,296.6,11.6,D
-30.87,-60.663,316.8,1.2,1.1,10/19/2018,1400,T,69,6.0NRT,297.6,9.2,D
-31.395,-58.034,307.8,1,1,10/19/2018,1400,T,15,6.0NRT,297.3,3.4,D
-31.397,-58.023,313,1,1,10/19/2018,1400,T,48,6.0NRT,299.4,7.2,D
-31.292,-59.137,309.1,1,1,10/19/2018,1400,T,32,6.0NRT,295.7,4.2,D
-31.934,-57.551,307.4,1,1,10/19/2018,1400,T,19,6.0NRT,297,4,D
-31.729,-61.237,316.4,1.2,1.1,10/19/2018,1400,T,68,6.0NRT,297.7,10.3,D
-32.45,-57.418,311.7,1,1,10/19/2018,1400,T,29,6.0NRT,297.4,7.2,D
-32.621,-60.637,310.3,1.1,1,10/19/2018,1400,T,45,6.0NRT,294.2,7.4,D
-33.253,-58.035,308,1,1,10/19/2018,1400,T,26,6.0NRT,295,3.8,D
-32.838,-61.25,313.6,1.2,1.1,10/19/2018,1400,T,59,6.0NRT,297.7,5.3,D
-33.53,-58.221,307.9,1,1,10/19/2018,1400,T,55,6.0NRT,296.6,4,D
-33.371,-60.156,311.6,1.1,1,10/19/2018,1400,T,37,6.0NRT,297.9,6.1,D
-33.93,-60.367,311.2,1.1,1,10/19/2018,1400,T,53,6.0NRT,294.2,4.9,D
-34.643,-60.464,305.7,1,1,10/19/2018,1400,T,26,6.0NRT,292,3.3,D
-34.866,-61.534,304.4,1.1,1.1,10/19/2018,1400,T,33,6.0NRT,291.4,3.2,D
-35.429,-60.169,302.9,1,1,10/19/2018,1400,T,41,6.0NRT,291.4,3.6,D
-35.438,-60.171,303.2,1,1,10/19/2018,1400,T,45,6.0NRT,291.8,3.7,D
-35.639,-59.772,304.8,1,1,10/19/2018,1400,T,41,6.0NRT,292.2,3.6,D
-35.646,-59.78,303.1,1,1,10/19/2018,1400,T,54,6.0NRT,292.1,3.5,D
-36.27,-59.74,311.1,1,1,10/19/2018,1400,T,71,6.0NRT,291.2,9.4,D
-36.1,-60.897,307.7,1,1,10/19/2018,1400,T,66,6.0NRT,291.1,7.5,D
-36.297,-59.741,317.5,1,1,10/19/2018,1400,T,78,6.0NRT,290.8,15,D
