latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,incendio,fecha,temperatura,humedad,pr_atm,temp_min,temp_max
-18.053,-62.13,311.6,3.6,1.8,10/19/2018,610,A,83,6.0NRT,292.0,55.9,N,1,2018-10-19,306.338,58,985.65,306.338,306.338
-19.063,-63.341,304.3,3.0,1.6,10/19/2018,610,A,40,6.0NRT,289.7,26.1,N,0,2018-10-19,301.238,62,921.62,301.238,301.238
-32.707,-64.977,308.4,3.3,1.7,10/19/2018,610,A,74,6.0NRT,273.1,76.9,N,1,2018-10-19,293.713,68,937.42,293.713,293.713
-32.717,-64.985,317.5,3.3,1.7,10/19/2018,610,A,95,6.0NRT,274.1,116.4,N,1,2018-10-19,293.713,68,937.42,293.713,293.713
-12.93,-68.036,301.1,1.2,1.1,10/19/2018,605,A,6,6.0NRT,285.3,4.4,N,0,2018-10-19,305.638,65,997.33,305.638,305.638
-12.942,-68.016,306.6,1.2,1.1,10/19/2018,605,A,69,6.0NRT,286.4,8.4,N,1,2018-10-19,305.638,65,997.33,305.638,305.638
-12.944,-68.005,302.4,1.2,1.1,10/19/2018,605,A,42,6.0NRT,286.1,5.3,N,0,2018-10-19,305.638,65,997.33,305.638,305.638
-12.952,-68.017,335.5,1.2,1.1,10/19/2018,605,A,100,6.0NRT,286.7,43.7,N,1,2018-10-19,305.638,65,997.33,305.638,305.638
-12.953,-68.007,347.6,1.2,1.1,10/19/2018,605,A,100,6.0NRT,287.5,70.0,N,1,2018-10-19,305.638,65,997.33,305.638,305.638
-13.795,-66.89,306.1,1.4,1.2,10/19/2018,605,A,67,6.0NRT,281.4,11.6,N,1,2018-10-19,302.388,92,997.16,302.388,302.388
-14.213,-67.26899999999999,306.5,1.3,1.1,10/19/2018,605,A,51,6.0NRT,284.9,9.9,N,0,2018-10-19,307.15,52,1010.0,307.15,307.15
-14.224,-67.27,305.2,1.3,1.1,10/19/2018,605,A,39,6.0NRT,285.4,8.5,N,0,2018-10-19,307.15,52,1010.0,307.15,307.15
-7.571000000000001,-35.263000000000005,326.3,2.7,1.6,10/19/2018,1215,T,76,6.0NRT,292.5,76.1,D,1,2018-10-19,304.15,52,1011.0,304.15,304.15
-7.606,-35.049,314.8,2.6,1.6,10/19/2018,1215,T,38,6.0NRT,295.2,25.7,D,0,2018-10-19,303.13,52,1011.0,302.15,304.15
-8.324,-36.43,319.9,3.2,1.7,10/19/2018,1215,T,47,6.0NRT,299.5,43.0,D,0,2018-10-19,304.988,31,937.42,304.988,304.988
-8.32,-36.436,318.8,3.2,1.7,10/19/2018,1215,T,46,6.0NRT,299.4,37.8,D,0,2018-10-19,304.988,31,937.42,304.988,304.988
5.657,-53.732,316.3,1.5,1.2,10/19/2018,1350,T,25,6.0NRT,293.7,10.9,D,0,2018-10-19,302.913,82,1015.57,302.913,302.913
5.4510000000000005,-55.201,313.9,1.9,1.3,10/19/2018,1350,T,41,6.0NRT,294.4,12.4,D,0,2018-10-19,305.6,55,1008.0,305.15,306.15
4.621,-55.027,313.5,1.8,1.3,10/19/2018,1350,T,0,6.0NRT,284.7,19.1,D,0,2018-10-19,305.713,55,1010.78,305.713,305.713
3.1919999999999997,-51.292,317.8,1.0,1.0,10/19/2018,1350,T,53,6.0NRT,296.7,9.3,D,0,2018-10-19,304.088,62,1020.76,304.088,304.088
2.032,-50.608999999999995,322.8,1.0,1.0,10/19/2018,1350,T,0,6.0NRT,303.2,7.9,D,0,2018-10-19,304.963,66,1021.41,304.963,304.963
1.851,-50.504,322.6,1.0,1.0,10/19/2018,1350,T,59,6.0NRT,301.2,10.2,D,0,2018-10-19,304.963,66,1021.41,304.963,304.963
1.195,-50.802,319.4,1.0,1.0,10/19/2018,1350,T,37,6.0NRT,300.7,6.3,D,0,2018-10-19,308.938,42,1014.03,308.938,308.938
1.8459999999999999,-55.876999999999995,318.7,1.9,1.3,10/19/2018,1350,T,73,6.0NRT,291.1,20.5,D,1,2018-10-19,306.388,61,981.84,306.388,306.388
1.702,-55.979,317.7,1.9,1.3,10/19/2018,1350,T,71,6.0NRT,292.0,20.3,D,1,2018-10-19,306.388,61,981.84,306.388,306.388
0.174,-50.126999999999995,318.6,1.0,1.0,10/19/2018,1350,T,49,6.0NRT,298.5,9.0,D,0,2018-10-19,305.338,71,1020.6,305.338,305.338
0.165,-50.128,322.1,1.0,1.0,10/19/2018,1350,T,72,6.0NRT,299.7,12.5,D,1,2018-10-19,305.338,71,1020.6,305.338,305.338
0.16399999999999998,-50.119,316.6,1.0,1.0,10/19/2018,1350,T,38,6.0NRT,300.8,7.2,D,0,2018-10-19,305.338,71,1020.6,305.338,305.338
-0.319,-49.533,335.3,1.0,1.0,10/19/2018,1350,T,42,6.0NRT,314.8,21.5,D,0,2018-10-19,305.938,57,1020.27,305.938,305.938
-0.335,-49.486999999999995,354.0,1.1,1.0,10/19/2018,1350,T,97,6.0NRT,311.9,60.0,D,1,2018-10-19,306.738,54,1019.87,306.738,306.738
-0.344,-49.543,325.4,1.0,1.0,10/19/2018,1350,T,11,6.0NRT,308.7,12.2,D,0,2018-10-19,305.938,57,1020.27,305.938,305.938
-0.866,-48.058,330.5,1.2,1.1,10/19/2018,1350,T,82,6.0NRT,294.9,31.1,D,1,2018-10-19,301.963,92,1021.41,301.963,301.963
-1.158,-46.213,314.4,1.7,1.3,10/19/2018,1350,T,59,6.0NRT,297.0,16.0,D,0,2018-10-19,303.813,66,1021.24,303.813,303.813
-0.907,-48.676,323.5,1.1,1.1,10/19/2018,1350,T,45,6.0NRT,303.7,12.0,D,0,2018-10-19,303.15,74,1009.0,303.15,303.15
-1.7009999999999998,-45.007,314.6,2.1,1.4,10/19/2018,1350,T,62,6.0NRT,294.4,19.8,D,0,2018-10-19,305.088,58,1020.52,305.088,305.088
-1.704,-44.988,317.2,2.1,1.4,10/19/2018,1350,T,67,6.0NRT,296.0,26.9,D,1,2018-10-19,305.088,58,1020.52,305.088,305.088
-1.1640000000000001,-48.803000000000004,318.7,1.1,1.1,10/19/2018,1350,T,54,6.0NRT,303.5,11.1,D,0,2018-10-19,303.15,74,1009.0,303.15,303.15
-1.909,-45.722,314.1,1.9,1.3,10/19/2018,1350,T,52,6.0NRT,295.4,12.9,D,0,2018-10-19,306.163,54,1019.14,306.163,306.163
-1.6380000000000001,-47.74,322.0,1.3,1.1,10/19/2018,1350,T,60,6.0NRT,299.8,15.6,D,0,2018-10-19,304.688,70,1016.3,304.688,304.688
-1.9,-47.974,322.3,1.3,1.1,10/19/2018,1350,T,74,6.0NRT,298.2,20.0,D,1,2018-10-19,304.688,70,1016.3,304.688,304.688
-2.39,-44.769,315.8,2.3,1.5,10/19/2018,1350,T,62,6.0NRT,295.7,24.9,D,0,2018-10-19,305.15,55,1009.0,305.15,305.15
-2.176,-47.269,316.4,1.5,1.2,10/19/2018,1350,T,64,6.0NRT,300.2,10.5,D,0,2018-10-19,304.413,61,1010.46,304.413,304.413
-2.178,-47.256,320.0,1.5,1.2,10/19/2018,1350,T,71,6.0NRT,299.5,15.8,D,1,2018-10-19,304.413,61,1010.46,304.413,304.413
-1.94,-50.723,341.1,1.0,1.0,10/19/2018,1350,T,90,6.0NRT,305.1,36.4,D,1,2018-10-19,308.413,46,1019.22,308.413,308.413
-1.9409999999999998,-50.714,330.4,1.0,1.0,10/19/2018,1350,T,78,6.0NRT,302.4,20.3,D,1,2018-10-19,308.413,46,1019.22,308.413,308.413
-1.624,-54.083,322.7,1.2,1.1,10/19/2018,1350,T,72,6.0NRT,293.8,11.1,D,1,2018-10-19,306.663,53,1005.19,306.663,306.663
