latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,incendio,fecha,temperatura,humedad,pr_atm,temp_min,temp_max
-10.785,-47.273999999999994,334.2,1.0,1.0,10/19/2018,1645,A,83,6.0NRT,304.6,21.8,D,1,2018-10-19,301.063,96,973.25,301.063,301.063
-10.655,-46.74,326.8,1.0,1.0,10/19/2018,1645,A,34,6.0NRT,304.2,10.7,D,0,2018-10-19,297.563,100,961.34,297.563,297.563
-10.764000000000001,-47.586000000000006,320.3,1.1,1.0,10/19/2018,1645,A,35,6.0NRT,294.6,12.1,D,0,2018-10-19,301.063,96,973.25,301.063,301.063
-10.585,-46.757,335.1,1.0,1.0,10/19/2018,1645,A,82,6.0NRT,304.8,20.6,D,1,2018-10-19,297.563,100,961.34,297.563,297.563
-10.151,-44.034,334.8,1.1,1.1,10/19/2018,1645,A,81,6.0NRT,306.7,23.0,D,1,2018-10-19,304.488,54,962.47,304.488,304.488
-10.652000000000001,-47.762,321.5,1.1,1.0,10/19/2018,1645,A,69,6.0NRT,297.7,14.2,D,1,2018-10-19,302.063,83,978.36,302.063,302.063
-10.099,-44.111000000000004,334.4,1.1,1.1,10/19/2018,1645,A,53,6.0NRT,308.2,19.3,D,0,2018-10-19,303.388,54,970.25,303.388,303.388
-10.222000000000001,-45.196999999999996,325.9,1.0,1.0,10/19/2018,1645,A,22,6.0NRT,299.7,11.7,D,0,2018-10-19,299.813,92,961.5,299.813,299.813
-10.213,-45.198,352.1,1.0,1.0,10/19/2018,1645,A,95,6.0NRT,299.4,56.9,D,1,2018-10-19,299.813,92,961.5,299.813,299.813
-10.15,-44.888000000000005,330.3,1.0,1.0,10/19/2018,1645,A,77,6.0NRT,295.4,17.6,D,1,2018-10-19,299.813,92,961.5,299.813,299.813
-10.26,-46.86600000000001,330.2,1.0,1.0,10/19/2018,1645,A,60,6.0NRT,299.8,16.0,D,0,2018-10-19,296.038,100,972.85,296.038,296.038
-10.027999999999999,-45.31,335.3,1.0,1.0,10/19/2018,1645,A,68,6.0NRT,309.4,17.1,D,1,2018-10-19,298.788,92,945.04,298.788,298.788
-10.142999999999999,-46.693999999999996,327.7,1.0,1.0,10/19/2018,1645,A,64,6.0NRT,299.6,12.7,D,0,2018-10-19,296.038,100,972.85,296.038,296.038
-9.902000000000001,-45.07899999999999,363.6,1.0,1.0,10/19/2018,1645,A,100,6.0NRT,307.8,84.6,D,1,2018-10-19,299.813,92,961.5,299.813,299.813
-10.227,-47.553000000000004,321.7,1.1,1.0,10/19/2018,1645,A,47,6.0NRT,299.5,11.2,D,0,2018-10-19,300.388,95,982.01,300.388,300.388
-9.546,-43.095,328.6,1.3,1.1,10/19/2018,1645,A,72,6.0NRT,300.9,15.4,D,1,2018-10-19,300.438,87,964.9,300.438,300.438
-9.846,-45.45399999999999,346.5,1.0,1.0,10/19/2018,1645,A,92,6.0NRT,304.4,39.3,D,1,2018-10-19,299.638,91,971.23,299.638,299.638
-9.306000000000001,-43.257,326.4,1.3,1.1,10/19/2018,1645,A,73,6.0NRT,290.5,18.2,D,1,2018-10-19,300.438,87,964.9,300.438,300.438
-9.308,-43.268,320.8,1.3,1.1,10/19/2018,1645,A,59,6.0NRT,290.5,9.3,D,0,2018-10-19,300.438,87,964.9,300.438,300.438
-10.523,-53.506,314.5,2.6,1.6,10/19/2018,1645,A,70,6.0NRT,293.8,34.6,D,1,2018-10-19,308.338,44,986.46,308.338,308.338
-9.664,-47.603,313.6,1.0,1.0,10/19/2018,1645,A,32,6.0NRT,281.1,9.4,D,0,2018-10-19,296.588,100,986.46,296.588,296.588
-9.499,-46.951,326.8,1.0,1.0,10/19/2018,1645,A,68,6.0NRT,296.6,17.7,D,1,2018-10-19,295.938,98,964.25,295.938,295.938
-9.316,-45.794,323.5,1.0,1.0,10/19/2018,1645,A,60,6.0NRT,302.1,9.2,D,0,2018-10-19,299.638,91,971.23,299.638,299.638
-9.551,-47.845,319.2,1.1,1.0,10/19/2018,1645,A,55,6.0NRT,292.3,9.7,D,0,2018-10-19,300.663,96,996.68,300.663,300.663
-9.465,-47.883,331.5,1.1,1.0,10/19/2018,1645,A,80,6.0NRT,301.0,22.8,D,1,2018-10-19,300.663,96,996.68,300.663,300.663
-10.237,-53.912,311.1,2.8,1.6,10/19/2018,1645,A,42,6.0NRT,290.7,25.7,D,0,2018-10-19,303.913,64,970.33,303.913,303.913
-10.24,-53.937,320.7,2.8,1.6,10/19/2018,1645,A,73,6.0NRT,291.2,60.9,D,1,2018-10-19,303.913,64,970.33,303.913,303.913
-8.77,-44.17100000000001,324.0,1.1,1.1,10/19/2018,1645,A,33,6.0NRT,297.8,9.5,D,0,2018-10-19,301.713,81,986.46,301.713,301.713
-8.767999999999999,-44.178000000000004,322.6,1.1,1.1,10/19/2018,1645,A,46,6.0NRT,298.0,9.9,D,0,2018-10-19,301.713,81,986.46,301.713,301.713
-9.095,-46.498999999999995,336.1,1.0,1.0,10/19/2018,1645,A,86,6.0NRT,302.6,26.2,D,1,2018-10-19,294.313,99,960.93,294.313,294.313
-9.096,-46.508,336.4,1.0,1.0,10/19/2018,1645,A,86,6.0NRT,302.7,27.1,D,1,2018-10-19,294.313,99,960.93,294.313,294.313
-9.273,-47.825,321.5,1.1,1.0,10/19/2018,1645,A,70,6.0NRT,275.4,18.0,D,1,2018-10-19,299.688,97,998.22,299.688,299.688
-9.111,-46.873999999999995,322.8,1.0,1.0,10/19/2018,1645,A,69,6.0NRT,302.2,9.0,D,1,2018-10-19,294.313,99,960.93,294.313,294.313
-9.164,-47.836999999999996,315.3,1.1,1.0,10/19/2018,1645,A,42,6.0NRT,284.5,8.8,D,0,2018-10-19,299.688,97,998.22,299.688,299.688
-8.468,-44.711999999999996,325.0,1.1,1.0,10/19/2018,1645,A,61,6.0NRT,295.5,12.4,D,0,2018-10-19,297.538,96,981.2,297.538,297.538
-8.84,-48.083999999999996,317.1,1.1,1.0,10/19/2018,1645,A,63,6.0NRT,295.6,8.7,D,0,2018-10-19,299.688,97,998.22,299.688,299.688
-9.079,-50.332,314.3,1.4,1.2,10/19/2018,1645,A,55,6.0NRT,294.7,9.1,D,0,2018-10-19,303.563,70,987.68,303.563,303.563
-8.837,-48.792,315.1,1.1,1.1,10/19/2018,1645,A,60,6.0NRT,294.3,5.9,D,0,2018-10-19,302.213,90,990.19,302.213,302.213
-8.374,-45.773,336.5,1.0,1.0,10/19/2018,1645,A,85,6.0NRT,301.4,27.5,D,1,2018-10-19,296.563,99,982.9,296.563,296.563
-8.365,-45.773999999999994,341.7,1.0,1.0,10/19/2018,1645,A,89,6.0NRT,302.2,36.1,D,1,2018-10-19,296.563,99,982.9,296.563,296.563
-8.366,-45.783,331.7,1.0,1.0,10/19/2018,1645,A,74,6.0NRT,298.7,21.1,D,1,2018-10-19,296.563,99,982.9,296.563,296.563
-6.956,-37.981,326.8,3.4,1.7,10/19/2018,1645,A,65,6.0NRT,303.8,57.9,D,0,2018-10-19,307.038,32,971.87,307.038,307.038
-6.852,-38.732,334.2,3.0,1.7,10/19/2018,1645,A,80,6.0NRT,303.3,94.2,D,1,2018-10-19,308.988,29,986.95,308.988,308.988
-8.208,-47.708999999999996,320.7,1.0,1.0,10/19/2018,1645,A,48,6.0NRT,301.3,7.4,D,0,2018-10-19,295.913,100,1000.08,295.913,295.913
-8.166,-47.611000000000004,319.1,1.0,1.0,10/19/2018,1645,A,50,6.0NRT,298.0,7.7,D,0,2018-10-19,295.188,100,987.68,295.188,295.188
-8.167,-47.62,318.7,1.0,1.0,10/19/2018,1645,A,48,6.0NRT,296.3,8.0,D,0,2018-10-19,295.188,100,987.68,295.188,295.188
-8.154,-47.913000000000004,318.5,1.0,1.0,10/19/2018,1645,A,57,6.0NRT,298.5,9.2,D,0,2018-10-19,295.913,100,1000.08,295.913,295.913
-8.093,-47.871,325.6,1.0,1.0,10/19/2018,1645,A,72,6.0NRT,296.2,16.1,D,1,2018-10-19,297.588,99,1001.14,297.588,297.588
-8.474,-51.104,334.2,1.6,1.2,10/19/2018,1645,A,87,6.0NRT,291.2,56.5,D,1,2018-10-19,303.413,68,973.66,303.413,303.413
-6.99,-40.900999999999996,328.4,2.0,1.4,10/19/2018,1645,A,40,6.0NRT,302.9,34.4,D,0,2018-10-19,304.688,63,964.9,304.688,304.688
-7.837000000000001,-46.842,326.4,1.0,1.0,10/19/2018,1645,A,46,6.0NRT,300.6,11.0,D,0,2018-10-19,295.288,100,988.33,295.288,295.288
-7.431,-45.24,352.4,1.1,1.0,10/19/2018,1645,A,90,6.0NRT,295.9,60.4,D,1,2018-10-19,295.813,100,991.9,295.813,295.813
-7.433,-45.25,334.8,1.1,1.0,10/19/2018,1645,A,79,6.0NRT,293.0,25.3,D,1,2018-10-19,295.813,100,991.9,295.813,295.813
-7.422000000000001,-45.24100000000001,336.0,1.1,1.0,10/19/2018,1645,A,85,6.0NRT,295.9,26.6,D,1,2018-10-19,295.813,100,991.9,295.813,295.813
-7.422999999999999,-45.251000000000005,329.6,1.1,1.0,10/19/2018,1645,A,78,6.0NRT,293.9,17.9,D,1,2018-10-19,295.813,100,991.9,295.813,295.813
-6.313,-38.510999999999996,323.6,3.2,1.7,10/19/2018,1645,A,60,6.0NRT,297.2,54.3,D,0,2018-10-19,308.063,29,977.47,308.063,308.063
-7.603,-47.208,351.7,1.0,1.0,10/19/2018,1645,A,96,6.0NRT,298.1,56.9,D,1,2018-10-19,297.888,100,998.3,297.888,297.888
-7.207000000000001,-45.668,317.2,1.0,1.0,10/19/2018,1645,A,48,6.0NRT,292.1,7.3,D,0,2018-10-19,296.713,99,990.84,296.713,296.713
-7.327000000000001,-46.691,328.5,1.0,1.0,10/19/2018,1645,A,75,6.0NRT,300.6,11.4,D,1,2018-10-19,299.913,96,980.87,299.913,299.913
-7.729,-50.086999999999996,324.7,1.3,1.1,10/19/2018,1645,A,79,6.0NRT,289.3,26.1,D,1,2018-10-19,300.313,100,992.63,300.313,300.313
-7.731,-50.099,363.5,1.3,1.1,10/19/2018,1645,A,94,6.0NRT,291.6,136.6,D,1,2018-10-19,302.463,77,976.82,302.463,302.463
-7.236000000000001,-46.88399999999999,338.0,1.0,1.0,10/19/2018,1645,A,87,6.0NRT,295.9,31.1,D,1,2018-10-19,299.913,96,980.87,299.913,299.913
-6.81,-44.35,337.5,1.2,1.1,10/19/2018,1645,A,85,6.0NRT,299.9,36.1,D,1,2018-10-19,298.713,99,985.01,298.713,298.713
-6.777,-44.742,324.9,1.1,1.1,10/19/2018,1645,A,50,6.0NRT,302.4,13.6,D,0,2018-10-19,297.638,100,979.57,297.638,297.638
-6.779,-44.751999999999995,325.2,1.1,1.1,10/19/2018,1645,A,58,6.0NRT,299.3,15.2,D,0,2018-10-19,297.638,100,979.57,297.638,297.638
-7.063,-46.702,315.2,1.0,1.0,10/19/2018,1645,A,48,6.0NRT,290.6,5.5,D,0,2018-10-19,299.913,96,980.87,299.913,299.913
-7.064,-46.711000000000006,316.0,1.0,1.0,10/19/2018,1645,A,41,6.0NRT,294.2,6.2,D,0,2018-10-19,299.913,96,980.87,299.913,299.913
-7.0360000000000005,-46.641999999999996,322.4,1.0,1.0,10/19/2018,1645,A,72,6.0NRT,296.2,9.6,D,1,2018-10-19,299.913,96,980.87,299.913,299.913
-6.422999999999999,-42.852,337.0,1.5,1.2,10/19/2018,1645,A,79,6.0NRT,304.8,42.8,D,1,2018-10-19,304.913,56,996.68,304.913,304.913
-6.425,-42.865,332.9,1.5,1.2,10/19/2018,1645,A,61,6.0NRT,303.6,29.6,D,0,2018-10-19,304.913,56,996.68,304.913,304.913
-6.965,-46.732,342.1,1.0,1.0,10/19/2018,1645,A,91,6.0NRT,296.9,35.9,D,1,2018-10-19,299.913,96,980.87,299.913,299.913
-6.966,-46.74100000000001,338.5,1.0,1.0,10/19/2018,1645,A,88,6.0NRT,295.5,30.4,D,1,2018-10-19,299.913,96,980.87,299.913,299.913
-6.672999999999999,-46.553999999999995,321.2,1.0,1.0,10/19/2018,1645,A,42,6.0NRT,290.9,11.5,D,0,2018-10-19,302.138,82,982.25,302.138,302.138
-6.675,-46.563,320.3,1.0,1.0,10/19/2018,1645,A,26,6.0NRT,290.7,10.4,D,0,2018-10-19,302.138,82,982.25,302.138,302.138
-7.803999999999999,-54.918,307.1,3.1,1.7,10/19/2018,1645,A,23,6.0NRT,286.2,20.8,D,0,2018-10-19,305.138,56,980.3,305.138,305.138
-6.269,-44.619,330.1,1.2,1.1,10/19/2018,1645,A,68,6.0NRT,302.6,19.2,D,1,2018-10-19,300.538,72,993.27,300.538,300.538
-6.454,-45.867,322.8,1.0,1.0,10/19/2018,1645,A,43,6.0NRT,300.4,9.9,D,0,2018-10-19,297.138,100,972.2,297.138,297.138
-5.678999999999999,-41.333999999999996,326.2,2.0,1.4,10/19/2018,1645,A,49,6.0NRT,301.2,28.1,D,0,2018-10-19,306.538,43,980.63,306.538,306.538
-5.58,-40.937,327.2,2.1,1.4,10/19/2018,1645,A,66,6.0NRT,304.3,35.5,D,1,2018-10-19,302.188,75,970.25,302.188,302.188
-6.415,-46.62,337.2,1.0,1.0,10/19/2018,1645,A,81,6.0NRT,285.8,31.0,D,1,2018-10-19,302.138,82,982.25,302.138,302.138
-6.417000000000001,-46.629,357.7,1.0,1.0,10/19/2018,1645,A,74,6.0NRT,286.6,72.6,D,1,2018-10-19,302.138,82,982.25,302.138,302.138
-5.553999999999999,-41.016999999999996,329.3,2.1,1.4,10/19/2018,1645,A,71,6.0NRT,304.1,33.8,D,1,2018-10-19,302.188,75,970.25,302.188,302.188
-6.247999999999999,-45.593999999999994,328.1,1.1,1.0,10/19/2018,1645,A,48,6.0NRT,303.0,12.9,D,0,2018-10-19,301.338,100,992.14,301.338,301.338
-5.485,-40.83,353.4,2.2,1.4,10/19/2018,1645,A,96,6.0NRT,306.8,162.0,D,1,2018-10-19,302.188,75,970.25,302.188,302.188
-5.484,-40.815,337.8,2.2,1.4,10/19/2018,1645,A,83,6.0NRT,305.9,65.7,D,1,2018-10-19,302.188,75,970.25,302.188,302.188
-5.487,-40.834,343.9,2.2,1.4,10/19/2018,1645,A,89,6.0NRT,307.0,100.9,D,1,2018-10-19,302.188,75,970.25,302.188,302.188
-5.886,-43.842,339.3,1.3,1.1,10/19/2018,1645,A,85,6.0NRT,304.4,34.1,D,1,2018-10-19,303.288,66,994.89,303.288,303.288
-5.928999999999999,-44.126000000000005,362.0,1.2,1.1,10/19/2018,1645,A,100,6.0NRT,307.4,105.1,D,1,2018-10-19,300.538,72,993.27,300.538,300.538
-5.691,-42.723,327.4,1.6,1.2,10/19/2018,1645,A,46,6.0NRT,302.1,22.5,D,0,2018-10-19,307.788,48,1002.76,307.788,307.788
-5.192,-39.705999999999996,326.6,2.7,1.6,10/19/2018,1645,A,63,6.0NRT,305.3,31.8,D,0,2018-10-19,307.238,35,969.6,307.238,307.238
-5.15,-39.711999999999996,332.6,2.7,1.6,10/19/2018,1645,A,72,6.0NRT,305.3,57.2,D,1,2018-10-19,307.238,35,969.6,307.238,307.238
-5.1610000000000005,-39.785,326.8,2.7,1.6,10/19/2018,1645,A,60,6.0NRT,305.2,27.4,D,0,2018-10-19,307.238,35,969.6,307.238,307.238
-5.136,-39.715,328.1,2.7,1.6,10/19/2018,1645,A,64,6.0NRT,305.5,31.0,D,0,2018-10-19,307.238,35,969.6,307.238,307.238
-5.138999999999999,-39.739000000000004,328.6,2.7,1.6,10/19/2018,1645,A,65,6.0NRT,305.9,34.3,D,0,2018-10-19,307.238,35,969.6,307.238,307.238
-5.14,-39.669000000000004,328.5,2.8,1.6,10/19/2018,1645,A,69,6.0NRT,305.3,37.0,D,1,2018-10-19,307.238,35,969.6,307.238,307.238
-5.147,-39.718,340.3,2.7,1.6,10/19/2018,1645,A,81,6.0NRT,305.6,107.4,D,1,2018-10-19,307.238,35,969.6,307.238,307.238
-5.1579999999999995,-39.791,328.7,2.7,1.6,10/19/2018,1645,A,69,6.0NRT,305.7,36.7,D,1,2018-10-19,307.238,35,969.6,307.238,307.238
-5.849,-44.42100000000001,328.4,1.2,1.1,10/19/2018,1645,A,53,6.0NRT,303.5,14.0,D,0,2018-10-19,300.538,72,993.27,300.538,300.538
-6.064,-46.413000000000004,318.8,1.0,1.0,10/19/2018,1645,A,49,6.0NRT,296.9,5.2,D,0,2018-10-19,303.413,77,992.63,303.413,303.413
-4.9830000000000005,-39.727,328.6,2.7,1.6,10/19/2018,1645,A,69,6.0NRT,304.6,37.0,D,1,2018-10-19,307.188,34,973.09,307.188,307.188
-4.977,-39.708,328.8,2.8,1.6,10/19/2018,1645,A,70,6.0NRT,304.6,40.9,D,1,2018-10-19,307.188,34,973.09,307.188,307.188
-4.981,-39.732,327.1,2.7,1.6,10/19/2018,1645,A,66,6.0NRT,304.5,30.2,D,1,2018-10-19,307.188,34,973.09,307.188,307.188
-6.005,-46.71,323.6,1.0,1.0,10/19/2018,1645,A,55,6.0NRT,295.8,12.3,D,0,2018-10-19,303.563,84,988.98,303.563,303.563
-5.774,-45.231,326.4,1.1,1.0,10/19/2018,1645,A,71,6.0NRT,299.5,16.9,D,1,2018-10-19,303.713,83,991.73,303.713,303.713
-6.767,-52.45399999999999,312.4,1.9,1.3,10/19/2018,1645,A,68,6.0NRT,291.6,15.4,D,1,2018-10-19,299.713,89,988.57,299.713,299.713
-6.572,-51.097,312.6,1.5,1.2,10/19/2018,1645,A,41,6.0NRT,289.8,12.7,D,0,2018-10-19,301.463,85,990.19,301.463,301.463
-7.15,-55.486000000000004,304.1,3.3,1.7,10/19/2018,1645,A,0,6.0NRT,278.7,23.0,D,0,2018-10-19,307.963,45,989.46,307.963,307.963
-4.856,-40.079,327.2,2.6,1.5,10/19/2018,1645,A,67,6.0NRT,304.2,38.2,D,1,2018-10-19,305.438,44,966.28,305.438,305.438
-4.812,-39.894,328.8,2.7,1.6,10/19/2018,1645,A,71,6.0NRT,300.4,50.2,D,1,2018-10-19,307.188,34,973.09,307.188,307.188
-4.816,-39.919000000000004,324.9,2.7,1.6,10/19/2018,1645,A,47,6.0NRT,302.2,31.5,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-4.827,-39.988,326.1,2.6,1.6,10/19/2018,1645,A,64,6.0NRT,303.9,35.0,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-4.798,-39.895,325.5,2.7,1.6,10/19/2018,1645,A,52,6.0NRT,298.9,34.6,D,0,2018-10-19,307.188,34,973.09,307.188,307.188
-4.802,-39.921,324.8,2.7,1.6,10/19/2018,1645,A,26,6.0NRT,302.4,31.5,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-4.823,-39.897,325.7,2.7,1.6,10/19/2018,1645,A,65,6.0NRT,300.9,35.1,D,0,2018-10-19,307.188,34,973.09,307.188,307.188
-4.8260000000000005,-39.922,325.7,2.7,1.6,10/19/2018,1645,A,58,6.0NRT,301.8,34.8,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-4.851,-40.085,325.6,2.6,1.5,10/19/2018,1645,A,62,6.0NRT,303.8,32.7,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-4.823,-39.994,327.4,2.6,1.6,10/19/2018,1645,A,69,6.0NRT,303.6,42.0,D,1,2018-10-19,305.438,44,966.28,305.438,305.438
-4.795,-39.902,328.5,2.7,1.6,10/19/2018,1645,A,70,6.0NRT,299.1,50.6,D,1,2018-10-19,307.188,34,973.09,307.188,307.188
-4.774,-39.955,323.2,2.7,1.6,10/19/2018,1645,A,45,6.0NRT,302.5,27.6,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-5.471,-44.621,331.2,1.2,1.1,10/19/2018,1645,A,61,6.0NRT,305.8,17.3,D,0,2018-10-19,306.438,52,1000.89,306.438,306.438
-4.75,-39.983000000000004,321.7,2.6,1.6,10/19/2018,1645,A,35,6.0NRT,300.9,20.5,D,0,2018-10-19,305.438,44,966.28,305.438,305.438
-5.629,-46.526,321.4,1.0,1.0,10/19/2018,1645,A,35,6.0NRT,296.3,8.8,D,0,2018-10-19,305.163,62,988.17,305.163,305.163
-4.605,-39.667,324.1,2.8,1.6,10/19/2018,1645,A,55,6.0NRT,300.3,43.5,D,0,2018-10-19,307.188,34,973.09,307.188,307.188
-4.609,-39.693000000000005,323.1,2.8,1.6,10/19/2018,1645,A,46,6.0NRT,300.8,38.5,D,0,2018-10-19,307.188,34,973.09,307.188,307.188
-5.657,-46.977,319.1,1.0,1.0,10/19/2018,1645,A,48,6.0NRT,294.2,7.9,D,0,2018-10-19,305.163,62,988.17,305.163,305.163
