latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,incendio,fecha,temperatura,humedad,pr_atm,temp_min,temp_max
-6.345,-76.001,311.9,1.5,1.2,10/19/2018,1825,A,64,6.0NRT,294.9,10.0,D,0,2018-10-19,299.16,88,1008.0,298.15,300.15
-6.309,-75.915,322.0,1.5,1.2,10/19/2018,1825,A,78,6.0NRT,294.8,25.4,D,1,2018-10-19,299.14,83,1007.0,298.15,300.15
-6.311,-75.929,322.6,1.5,1.2,10/19/2018,1825,A,79,6.0NRT,295.3,26.3,D,1,2018-10-19,299.14,83,1007.0,298.15,300.15
-6.271,-75.87899999999999,338.2,1.5,1.2,10/19/2018,1825,A,90,6.0NRT,290.9,64.6,D,1,2018-10-19,299.12,83,1007.0,298.15,300.15
-6.154,-76.02600000000001,338.5,1.5,1.2,10/19/2018,1825,A,90,6.0NRT,295.9,62.8,D,1,2018-10-19,299.08,83,1007.0,298.15,300.15
-6.156000000000001,-76.039,358.8,1.5,1.2,10/19/2018,1825,A,99,6.0NRT,298.3,140.2,D,1,2018-10-19,299.09,83,1007.0,298.15,300.15
-6.153,-76.031,360.6,1.5,1.2,10/19/2018,1825,A,100,6.0NRT,297.4,149.1,D,1,2018-10-19,299.08,83,1007.0,298.15,300.15
-6.154,-76.045,339.7,1.5,1.2,10/19/2018,1825,A,90,6.0NRT,297.1,66.0,D,1,2018-10-19,299.09,83,1007.0,298.15,300.15
-6.144,-76.046,322.1,1.5,1.2,10/19/2018,1825,A,63,6.0NRT,295.8,26.3,D,0,2018-10-19,299.08,83,1007.0,298.15,300.15
-6.145,-76.06,326.1,1.5,1.2,10/19/2018,1825,A,82,6.0NRT,294.9,33.5,D,1,2018-10-19,299.08,83,1007.0,298.15,300.15
-6.0889999999999995,-76.222,313.7,1.6,1.2,10/19/2018,1825,A,55,6.0NRT,294.3,13.0,D,0,2018-10-19,299.08,83,1007.0,298.15,300.15
-6.024,-75.77199999999999,324.0,1.4,1.2,10/19/2018,1825,A,79,6.0NRT,290.7,30.4,D,1,2018-10-19,300.15,83,1007.0,300.15,300.15
-6.026,-75.785,308.4,1.4,1.2,10/19/2018,1825,A,36,6.0NRT,289.6,7.9,D,0,2018-10-19,300.15,83,1007.0,300.15,300.15
-6.086,-76.215,315.8,1.6,1.2,10/19/2018,1825,A,70,6.0NRT,294.2,16.7,D,1,2018-10-19,299.08,83,1007.0,298.15,300.15
-5.909,-76.42399999999999,308.3,1.6,1.2,10/19/2018,1825,A,44,6.0NRT,289.4,11.8,D,0,2018-10-19,299.06,83,1007.0,298.15,300.15
-5.78,-75.965,317.6,1.5,1.2,10/19/2018,1825,A,73,6.0NRT,288.2,18.8,D,1,2018-10-19,300.15,83,1007.0,300.15,300.15
-5.644,-75.02600000000001,312.4,1.3,1.1,10/19/2018,1825,A,57,6.0NRT,295.9,7.0,D,0,2018-10-19,300.935,82,1000.49,300.935,300.935
-5.777,-75.97,318.1,1.5,1.2,10/19/2018,1825,A,74,6.0NRT,289.6,20.8,D,1,2018-10-19,300.15,83,1007.0,300.15,300.15
-5.721,-75.884,316.3,1.5,1.2,10/19/2018,1825,A,68,6.0NRT,278.1,19.9,D,1,2018-10-19,300.15,83,1007.0,300.15,300.15
-5.539,-74.932,312.4,1.3,1.1,10/19/2018,1825,A,65,6.0NRT,296.6,7.0,D,0,2018-10-19,300.935,82,1000.49,300.935,300.935
-4.414,-73.55199999999999,327.5,1.1,1.0,10/19/2018,1825,A,82,6.0NRT,297.2,21.0,D,1,2018-10-19,299.61,88,1004.63,299.61,299.61
-4.415,-73.561,346.4,1.1,1.0,10/19/2018,1825,A,94,6.0NRT,298.2,52.8,D,1,2018-10-19,299.61,88,1004.63,299.61,299.61
-4.008,-71.22399999999999,327.6,1.0,1.0,10/19/2018,1825,A,80,6.0NRT,296.7,19.5,D,1,2018-10-19,302.085,87,1006.17,302.085,302.085
-3.9189999999999996,-71.82600000000001,320.5,1.0,1.0,10/19/2018,1825,A,73,6.0NRT,298.4,11.2,D,1,2018-10-19,299.81,97,1006.33,299.81,299.81
-4.102,-73.49,319.2,1.0,1.0,10/19/2018,1825,A,51,6.0NRT,296.8,9.9,D,0,2018-10-19,302.15,74,1006.0,302.15,302.15
-4.107,-73.528,316.2,1.0,1.0,10/19/2018,1825,A,69,6.0NRT,296.3,8.3,D,1,2018-10-19,302.15,74,1006.0,302.15,302.15
-4.093,-73.492,323.4,1.0,1.0,10/19/2018,1825,A,76,6.0NRT,296.9,14.2,D,1,2018-10-19,302.15,74,1006.0,302.15,302.15
-4.013,-73.452,313.9,1.0,1.0,10/19/2018,1825,A,39,6.0NRT,298.1,5.2,D,0,2018-10-19,302.15,74,1006.0,302.15,302.15
-4.008,-73.482,312.4,1.0,1.0,10/19/2018,1825,A,60,6.0NRT,297.9,5.2,D,0,2018-10-19,302.15,74,1006.0,302.15,302.15
-3.68,-71.76,312.5,1.0,1.0,10/19/2018,1825,A,41,6.0NRT,296.7,4.5,D,0,2018-10-19,302.86,82,1005.93,302.86,302.86
-4.147,-80.221,308.7,3.0,1.6,10/19/2018,1825,A,55,6.0NRT,287.2,18.0,D,0,2018-10-19,304.16,44,963.77,304.16,304.16
-3.94,-79.91199999999999,321.9,2.8,1.6,10/19/2018,1825,A,78,6.0NRT,291.3,66.9,D,1,2018-10-19,294.035,76,882.31,294.035,294.035
-3.9339999999999997,-79.891,309.0,2.8,1.6,10/19/2018,1825,A,46,6.0NRT,290.6,18.9,D,0,2018-10-19,294.035,76,882.31,294.035,294.035
-3.937,-79.917,319.8,2.8,1.6,10/19/2018,1825,A,75,6.0NRT,291.7,57.4,D,1,2018-10-19,298.15,69,1008.0,298.15,298.15
-3.8760000000000003,-80.006,314.2,2.8,1.6,10/19/2018,1825,A,68,6.0NRT,293.0,30.8,D,1,2018-10-19,298.15,69,1008.0,298.15,298.15
-3.87,-79.98899999999999,312.0,2.8,1.6,10/19/2018,1825,A,62,6.0NRT,293.5,23.7,D,0,2018-10-19,298.15,69,1008.0,298.15,298.15
