latitude,longitude
-9.096,-46.508
-9.273,-47.825
-9.111,-46.873999999999995
-9.164,-47.836999999999996
-8.468,-44.711999999999996
-8.84,-48.083999999999996
-9.079,-50.332
-8.837,-48.792
-8.374,-45.773
-8.365,-45.773999999999994
-8.366,-45.783
-6.956,-37.981
-6.852,-38.732
-8.208,-47.708999999999996
-8.166,-47.611000000000004
-8.167,-47.62
-8.154,-47.913000000000004
-8.093,-47.871
-8.474,-51.104
-6.99,-40.900999999999996
-7.837000000000001,-46.842
-7.431,-45.24
-7.433,-45.25
-7.422000000000001,-45.24100000000001
-7.422999999999999,-45.251000000000005
-6.313,-38.510999999999996
-7.603,-47.208
-7.207000000000001,-45.668
-7.327000000000001,-46.691
-7.729,-50.086999999999996
-7.731,-50.099
-7.236000000000001,-46.88399999999999
-6.81,-44.35
-6.777,-44.742
-6.779,-44.751999999999995
-7.063,-46.702
-7.064,-46.711000000000006
-7.0360000000000005,-46.641999999999996
-6.422999999999999,-42.852
-6.425,-42.865
-6.965,-46.732
-6.966,-46.74100000000001
-6.672999999999999,-46.553999999999995
-6.675,-46.563
-7.803999999999999,-54.918
-6.269,-44.619
-6.454,-45.867
-5.678999999999999,-41.333999999999996
-5.58,-40.937
-6.415,-46.62
-6.417000000000001,-46.629
-5.553999999999999,-41.016999999999996
-6.247999999999999,-45.593999999999994
-5.485,-40.83
-5.484,-40.815
-5.487,-40.834
-5.886,-43.842
-5.928999999999999,-44.126000000000005
-5.691,-42.723
-5.192,-39.705999999999996
-5.15,-39.711999999999996
-5.1610000000000005,-39.785
-5.136,-39.715
-5.138999999999999,-39.739000000000004
-5.14,-39.669000000000004
-5.147,-39.718
-5.1579999999999995,-39.791
-5.849,-44.42100000000001
-6.064,-46.413000000000004
-4.9830000000000005,-39.727
-4.977,-39.708
-4.981,-39.732
-6.005,-46.71
-5.774,-45.231
-6.767,-52.45399999999999
-6.572,-51.097
-7.15,-55.486000000000004
-4.856,-40.079
-4.812,-39.894
-4.816,-39.919000000000004
-4.827,-39.988
-4.798,-39.895
-4.802,-39.921
-4.823,-39.897
-4.8260000000000005,-39.922
-4.851,-40.085
-4.823,-39.994
-4.795,-39.902
-4.774,-39.955
-5.471,-44.621
-4.75,-39.983000000000004
-5.629,-46.526
-4.605,-39.667
-4.609,-39.693000000000005
-5.657,-46.977
-5.517,-46.129
-6.364,-52.637
-6.35,-52.576
-6.352,-52.593
-6.297999999999999,-52.74
-5.612,-47.75899999999999
-5.202000000000001,-45.099
-6.252000000000001,-52.611000000000004
-5.495,-47.65
-4.9319999999999995,-43.812
-5.101,-45.11
-5.103,-45.12
-5.069,-45.021
-5.07,-45.031000000000006
-5.044,-45.118
-5.032,-45.06399999999999
-5.041,-45.125
-4.631,-42.461000000000006
-5.021,-45.117
-5.265,-46.812
-4.268,-40.416
-4.984,-45.195
-4.9639999999999995,-45.126000000000005
-4.965,-45.136
-4.934,-45.551
-6.252000000000001,-55.22
-6.255,-55.247
-4.925,-45.553000000000004
-4.918,-45.549
-4.918,-45.608999999999995
-4.919,-45.619
-5.376,-48.883
-6.252999999999999,-55.225
-5.222,-48.188
-5.224,-48.196999999999996
-5.58,-51.062
-3.977,-40.226
-5.153,-48.158
-5.567,-51.208999999999996
-5.569,-51.222
-5.459,-51.083999999999996
-4.69,-45.70399999999999
-4.849,-46.86
-4.85,-46.869
-4.819,-46.788999999999994
-4.809,-46.781000000000006
-4.81,-46.79
-4.812,-46.799
-4.638999999999999,-45.66
-4.64,-45.669
-4.8,-46.782
-4.802,-46.791000000000004
-3.835,-40.306999999999995
-4.703,-46.172
-4.705,-46.181000000000004
-4.694,-46.173
-4.695,-46.183
-4.686,-46.184
-4.574,-45.669
-4.646,-46.214
-4.647,-46.224
-4.637,-46.216
-4.353,-44.324
-4.565,-45.978
-5.058,-49.716
-5.053,-49.713
-4.564,-47.181999999999995
-5.702000000000001,-55.768
-4.876,-49.9
-4.475,-47.147
-4.855,-49.891999999999996
-4.637,-48.54
-4.6080000000000005,-48.468999999999994
-4.766,-49.835
-4.727,-49.63
-4.541,-48.645
-4.543,-48.653999999999996
-4.533,-48.643
-4.534,-48.653
-4.672,-49.75899999999999
-4.473,-48.68
-4.474,-48.69
-4.085,-46.041000000000004
-4.482,-48.88
-4.325,-47.898
-4.368,-48.72
-4.329,-48.77
-4.331,-48.78
-4.127,-47.413000000000004
-4.128,-47.422
-4.118,-47.413999999999994
-3.446,-42.92
-3.449,-42.934
-4.446000000000001,-49.878
-4.4030000000000005,-50.008
-4.404,-50.018
-4.037,-47.614
-4.038,-47.623000000000005
-4.13,-48.858999999999995
-4.131,-48.868
-4.079,-48.815
-4.08,-48.824
-3.9139999999999997,-47.726000000000006
-3.0669999999999997,-41.983000000000004
-3.9360000000000004,-48.006
-4.079,-49.281000000000006
-2.968,-41.768
-4.172,-50.123999999999995
-3.932,-48.89
-4.218999999999999,-51.023999999999994
-4.875,-56.026
-2.971,-42.73
-2.952,-42.685
-2.9389999999999996,-42.672
-2.9410000000000003,-42.687
-4.027,-50.236999999999995
-2.9419999999999997,-42.678000000000004
-2.944,-42.693999999999996
-4.024,-50.233000000000004
-4.013999999999999,-50.235
-4.005,-50.236000000000004
-3.966,-50.035
-4.0169999999999995,-50.468999999999994
-4.0089999999999995,-50.481
-3.284,-45.831
-3.285,-45.84
-3.8289999999999997,-50.06
-3.818,-50.051
-3.819,-50.062
-3.8139999999999996,-50.048
-3.815,-50.058
-3.833,-50.185
-3.805,-50.06
-4.051,-52.099
-4.039,-52.1
-3.7289999999999996,-50.162
-3.73,-50.172
-3.745,-50.278999999999996
-3.72,-50.174
-4.542,-56.251999999999995
-3.852,-51.327
-3.943,-52.06100000000001
-3.679,-50.233999999999995
-3.903,-51.853
-3.483,-48.898
-3.484,-48.907
-4.138999999999999,-53.691
-3.5989999999999998,-49.974
-3.6010000000000004,-49.983999999999995
-3.613,-50.067
-3.614,-50.077
-4.421,-56.152
-4.405,-56.153999999999996
-3.6519999999999997,-50.705
-3.694,-51.08
-3.8369999999999997,-52.126000000000005
-3.863,-52.315
-3.865,-52.33
-3.835,-52.117
-3.865,-52.32
-4.41,-56.158
-4.035,-53.788999999999994
-4.038,-53.806999999999995
-3.471,-49.851000000000006
-3.785,-52.081
-3.778,-52.111000000000004
-3.78,-52.125
-4.226,-55.489
-4.23,-55.515
-3.452,-50.063
-3.4539999999999997,-50.074
-3.449,-50.071000000000005
-4.225,-55.496
-4.229,-55.523
-4.28,-55.883
-3.428,-49.989
-3.259,-48.873000000000005
-3.26,-48.882
-3.4330000000000003,-50.233000000000004
-3.648,-51.839
-3.38,-49.996
-4.024,-54.67100000000001
-4.0280000000000005,-54.695
-3.365,-50.104
-4.019,-54.678000000000004
-4.022,-54.701
-3.3560000000000003,-50.132
-3.543,-51.433
-3.341,-50.091
-3.532,-51.434
-3.534,-51.446999999999996
-3.136,-48.783
-3.323,-50.244
-4.042,-55.472
-3.8939999999999997,-54.581
-3.897,-54.603
-4.041,-55.479
-4.045,-55.506
-3.2880000000000003,-50.299
-3.886,-54.589
-3.889,-54.611000000000004
-3.253,-50.336000000000006
-3.32,-50.81100000000001
-3.1919999999999997,-50.263999999999996
-2.964,-48.867
-3.5980000000000003,-53.549
-3.091,-50.273999999999994
-2.96,-49.49
-3.034,-50.368
-3.032,-50.363
-3.033,-50.373999999999995
-3.485,-53.96
-3.42,-53.87
-3.417,-53.857
-3.2969999999999997,-53.096000000000004
-3.426,-54.015
-2.698,-48.943000000000005
-3.285,-53.097
-2.885,-50.402
-3.339,-53.946999999999996
-3.53,-55.388000000000005
-3.34,-53.952
-3.327,-53.953
-2.555,-49.165
-2.556,-49.174
-3.094,-53.395
-3.096,-53.412
-3.091,-53.401
-2.633,-50.71
-2.4330000000000003,-49.602
-3.016,-53.976000000000006
-2.49,-50.417
-2.487,-50.412
-2.862,-54.481
-2.865,-54.501999999999995
-2.867,-54.485
-2.87,-54.506
-1.7790000000000001,-48.18
-2.167,-50.88
-2.17,-50.902
-2.6060000000000003,-54.123000000000005
-2.978,-56.894
-2.9589999999999996,-57.242
-1.774,-48.726000000000006
-1.585,-47.851000000000006
-1.9780000000000002,-50.701
-1.98,-50.711999999999996
-1.9780000000000002,-50.706
-1.9509999999999998,-50.732
-1.89,-50.653
-2.4290000000000003,-55.117
-2.424,-55.123000000000005
-2.109,-53.46
-2.29,-55.643
-2.293,-55.669
-2.2880000000000003,-55.648
-2.292,-55.674
-1.187,-48.86600000000001
-1.167,-49.236999999999995
-1.168,-49.246
-1.814,-53.79
-1.817,-53.808
-1.819,-53.826
-2.22,-56.786
-2.226,-56.792
-2.1319999999999997,-56.586999999999996
-0.8490000000000001,-47.851000000000006
-1.557,-52.872
-1.5590000000000002,-52.876999999999995
-1.63,-54.074
-1.337,-52.446999999999996
-1.618,-54.897
-0.568,-48.658
-0.634,-49.435
-1.511,-55.727
-1.508,-55.735
-0.365,-49.492
-0.35600000000000004,-49.493
-0.34600000000000003,-49.485
-0.336,-49.486999999999995
-0.33,-49.493
-0.243,-49.924
-0.244,-49.934
0.252,-51.105
0.335,-51.385
0.795,-50.825
0.7929999999999999,-50.836000000000006
0.732,-51.964
0.73,-51.976000000000006
1.798,-50.583999999999996
1.82,-50.805
2.161,-50.99100000000001
2.16,-51.001000000000005
1.5430000000000001,-55.648999999999994
1.537,-55.653
2.3569999999999998,-50.909
2.39,-51.016000000000005
2.551,-50.909
1.848,-55.876999999999995
1.854,-55.882
3.025,-51.449
3.023,-51.46
3.2260000000000004,-51.333
3.2239999999999998,-51.343999999999994
3.234,-51.345
3.2319999999999998,-51.355
3.2689999999999997,-51.335
3.2769999999999997,-51.611000000000004
3.275,-51.621
3.332,-51.365
-22.013,-49.026
-17.252,-39.412
-16.744,-40.085
-17.035,-41.948
-17.02,-41.917
-16.694000000000003,-40.126
-16.291,-40.274
-16.089000000000002,-40.306
-16.067,-40.521
-15.856,-39.739000000000004
-15.844000000000001,-39.741
-15.202,-40.242
-14.716,-41.988
-14.308,-39.842
-14.35,-41.226000000000006
-14.352,-41.24
-14.362,-42.336999999999996
-14.363,-42.348
-13.915,-41.251999999999995
-38.957,-60.838
-35.854,-71.595
-32.853,-60.165
-32.856,-60.181000000000004
-32.854,-60.17
-32.826,-65.102
-32.713,-64.955
-32.715,-64.96600000000001
-32.717,-64.977
-16.808,-67.817
-16.538,-67.191
-15.862,-65.393
-15.811,-67.507
-15.464,-67.868
-15.453,-67.859
-15.454,-67.869
-15.449000000000002,-68.146
-15.41,-68.12899999999999
-15.392000000000001,-68.07
-14.909,-66.33800000000001
-14.96,-66.851
-14.962,-66.862
-14.960999999999999,-66.85600000000001
-14.869000000000002,-66.658
-14.773,-66.124
-14.775,-66.13600000000001
-14.762,-66.125
-14.764000000000001,-66.138
-14.842,-66.753
-14.357000000000001,-63.973
-14.83,-66.873
-14.626,-65.794
-14.639000000000001,-65.874
-14.792,-66.891
-14.794,-66.903
-14.607000000000001,-65.811
-14.783,-66.893
-14.784,-66.904
-14.782,-66.887
-14.783,-66.898
-14.602,-65.804
-14.773,-66.9
-14.732999999999999,-66.705
-14.735,-66.717
-14.725,-66.719
-14.386,-66.325
-14.375,-66.32600000000001
-14.488,-67.10600000000001
-14.478,-67.108
-13.838,-63.478
-13.841,-63.482
-14.321,-67.01899999999999
-14.322000000000001,-67.031
-14.197000000000001,-67.01
-14.199000000000002,-67.02199999999999
-14.190999999999999,-67.035
-14.218,-67.27199999999999
-13.975,-66.501
-13.457,-63.387
-13.460999999999999,-63.407
-13.447000000000001,-63.41
-13.450999999999999,-63.431000000000004
-13.979000000000001,-66.663
-13.36,-63.295
-13.347000000000001,-63.298
-13.363,-63.302
-13.919,-66.741
-13.35,-63.303999999999995
-13.909,-66.743
-13.333,-63.285
-13.337,-63.306999999999995
