latitude,longitude
-13.889000000000001,-66.88
-13.879000000000001,-66.881
-13.880999999999998,-66.893
-13.870999999999999,-66.895
-13.873,-66.906
-13.878,-66.941
-13.865,-66.92
-13.867,-66.931
-13.868,-66.943
-13.865,-66.913
-13.867,-66.925
-13.868,-66.936
-13.222000000000001,-63.085
-13.895,-67.304
-13.811,-66.898
-13.799000000000001,-66.888
-13.800999999999998,-66.9
-13.789000000000001,-66.89
-13.790999999999999,-66.902
-14.082,-68.984
-14.084000000000001,-68.994
-13.965,-68.998
-13.967,-69.008
-13.921,-69.138
-13.698,-67.958
-13.703,-67.98899999999999
-13.605,-68.501
-13.17,-66.928
-13.172,-66.94
-13.158,-66.918
-13.16,-66.93
-13.162,-66.942
-13.164000000000001,-66.954
-13.148,-66.92
-13.15,-66.932
-13.152000000000001,-66.943
-13.142000000000001,-66.945
-12.934000000000001,-68.035
-12.93,-68.031
-12.931,-68.041
-13.262,-70.304
-13.263,-70.313
-13.267999999999999,-70.34899999999999
-12.922,-68.043
-12.923,-68.053
-13.262,-70.435
-12.91,-68.098
-12.912,-68.108
-12.917,-68.139
-12.918,-68.149
-13.253,-70.436
-13.185,-70.343
-13.186,-70.352
-13.187999999999999,-70.362
-12.207,-64.873
-12.866,-69.60300000000001
-12.867,-69.612
-12.777999999999999,-69.37899999999999
-12.895,-70.309
-12.921,-70.492
-12.854000000000001,-70.09100000000001
-12.769,-69.567
-12.844000000000001,-70.083
-12.845,-70.092
-12.738,-69.477
-12.729000000000001,-69.47800000000001
-12.804,-69.995
-12.527000000000001,-69.107
-11.741,-64.915
-12.498,-71.149
-12.619000000000002,-73.241
-12.225,-74.116
-12.227,-74.11
-11.0,-68.447
-10.929,-69.392
-10.937000000000001,-69.449
-10.874,-69.131
-10.936,-69.619
-10.937999999999999,-69.628
-10.800999999999998,-68.829
-10.773,-68.71
-10.775,-68.72
-10.853,-69.37
-10.859000000000002,-69.408
-10.821,-69.527
-10.738,-69.028
-11.249,-74.366
-11.252,-74.359
-11.19,-74.37100000000001
-11.192,-74.382
-11.198,-74.508
-11.199000000000002,-74.521
-11.172,-74.396
-11.038,-73.688
-10.829,-73.425
-10.970999999999998,-74.637
-11.062000000000001,-75.332
-10.923,-74.877
-10.619000000000002,-73.445
-10.689,-73.97
-10.482999999999999,-75.618
-10.459000000000001,-75.609
-10.46,-75.62100000000001
-9.264,-74.206
-9.174,-73.69
-9.175,-73.70100000000001
-7.452000000000001,-63.131
-9.073,-73.764
-9.074,-73.775
-7.452999999999999,-63.138999999999996
-9.138,-75.14699999999999
-8.98,-74.663
-8.981,-74.675
-8.812999999999999,-73.808
-8.814,-73.819
-8.927,-74.788
-8.908999999999999,-74.815
-8.383,-73.801
-8.508,-75.111
-8.509,-75.124
-8.502,-75.119
-6.483,-75.73899999999999
-6.484,-75.752
-6.486000000000001,-75.765
-6.481,-75.758
-6.345,-76.001
-6.309,-75.915
-6.311,-75.929
-6.271,-75.87899999999999
-6.154,-76.02600000000001
-6.156000000000001,-76.039
-6.153,-76.031
-6.154,-76.045
-6.144,-76.046
-6.145,-76.06
-6.0889999999999995,-76.222
-6.024,-75.77199999999999
-6.026,-75.785
-6.086,-76.215
-5.909,-76.42399999999999
-5.78,-75.965
-5.644,-75.02600000000001
-5.777,-75.97
-5.721,-75.884
-5.539,-74.932
-4.414,-73.55199999999999
-4.415,-73.561
-4.008,-71.22399999999999
-3.9189999999999996,-71.82600000000001
-4.102,-73.49
-4.107,-73.528
-4.093,-73.492
-4.013,-73.452
-4.008,-73.482
-3.68,-71.76
-4.147,-80.221
-3.94,-79.91199999999999
-3.9339999999999997,-79.891
-3.937,-79.917
-3.8760000000000003,-80.006
-3.87,-79.98899999999999
-3.8739999999999997,-80.015
-0.872,-76.877
-0.09,-76.617
0.107,-76.65100000000001
0.38799999999999996,-76.612
0.507,-76.217
0.46,-76.55
0.47100000000000003,-76.753
0.505,-76.66
0.607,-76.09100000000001
0.5920000000000001,-76.69
0.591,-76.702
0.585,-76.738
0.596,-76.73899999999999
0.644,-76.679
0.643,-76.691
0.763,-76.434
0.877,-76.204
1.015,-76.036
0.953,-79.006
1.82,-73.85600000000001
1.07,-79.17399999999999
1.901,-74.184
2.2230000000000003,-72.387
1.9080000000000001,-75.161
2.154,-73.83800000000001
2.65,-72.168
3.1289999999999996,-71.895
3.128,-71.905
4.221,-72.11399999999999
4.22,-72.124
4.188,-72.604
5.0169999999999995,-70.465
4.388,-75.009
4.314,-76.334
5.438,-69.096
5.4079999999999995,-70.5
6.347,-68.553
5.447,-75.586
-9.881,-36.23
-9.442,-35.849000000000004
-30.166,-55.003
-30.166999999999998,-55.02
-23.625,-49.041000000000004
-20.087,-54.659
-20.088,-54.67100000000001
-12.36,-49.799
-12.344000000000001,-49.808
-11.056,-56.306000000000004
-11.058,-56.316
-11.045,-56.29600000000001
-11.047,-56.306999999999995
-11.048,-56.318000000000005
-5.506,-47.614
-5.502000000000001,-47.62
-4.692,-45.496
-4.688,-45.504
-4.885,-47.733999999999995
-4.414,-46.294
-4.398,-46.297
-4.178999999999999,-48.582
-4.18,-48.566
-4.023,-50.238
-4.011,-50.239
-4.012,-50.474
-3.826,-50.068000000000005
-3.6489999999999996,-50.271
-3.637,-50.273
-3.64,-50.288000000000004
-3.7,-51.08
-3.4960000000000004,-50.104
-3.4819999999999998,-50.172
-3.488,-50.177
-3.435,-50.528
-3.889,-53.663000000000004
-3.3819999999999997,-50.248999999999995
-3.282,-50.06399999999999
-3.286,-50.053000000000004
-3.2880000000000003,-50.068999999999996
-3.259,-49.95399999999999
-3.227,-50.146
-3.2289999999999996,-50.162
-3.3160000000000003,-50.809
-3.221,-50.153
-3.315,-50.801
-3.718,-53.75
-3.766,-54.082
-2.9160000000000004,-48.621
-2.802,-48.718
-3.335,-52.43600000000001
-3.325,-52.438
-3.48,-53.949
-3.4810000000000003,-53.958
-3.3139999999999996,-53.063
-2.563,-48.104
-2.5660000000000003,-48.129
-3.42,-53.86
-2.559,-48.111999999999995
-2.563,-48.136
-3.3310000000000004,-53.948
-2.898,-51.475
-3.1519999999999997,-55.839
-2.082,-52.036
-2.084,-52.049
-1.814,-53.806999999999995
-1.854,-55.258
-1.63,-54.007
-1.631,-54.016999999999996
1.855,-50.504
1.8519999999999999,-50.522
1.855,-50.51
1.8319999999999999,-55.865
1.831,-55.873999999999995
4.52,-55.391000000000005
-34.108000000000004,-70.461
-33.77,-70.926
-52.878,-68.86
-9.874,-36.216
-25.441999999999997,-42.746
-2.01,-78.336
-2.0,-78.33800000000001
1.8719999999999999,-55.813
-0.802,-47.195
-0.805,-47.174
-1.9509999999999998,-50.731
-2.563,-48.12
-2.5660000000000003,-48.101000000000006
-1.8130000000000002,-53.808
-2.079,-52.041000000000004
-2.088,-52.042
-2.915,-48.608999999999995
-3.255,-48.938
-3.248,-48.942
-3.25,-48.926
-3.3289999999999997,-52.437
-3.636,-50.276
-3.638,-50.262
-3.6489999999999996,-50.263999999999996
-3.9210000000000003,-49.147
-3.923,-49.131
-3.696,-51.075
-4.396,-46.284
-4.4110000000000005,-46.285
-4.408,-46.292
-4.4110000000000005,-46.263999999999996
-3.4160000000000004,-53.858999999999995
-3.802,-51.265
-3.478,-53.946999999999996
-4.691,-45.494
-3.889,-51.872
-17.662,-60.909
-17.664,-60.897
-17.666,-60.885
-18.033,-61.823
-18.035,-61.809
-21.177,-55.59
-23.049,-53.019
-30.576999999999998,-59.464
-30.579,-59.453
11.623,-70.208
-2.001,-78.331
-8.207,-38.657
-7.332999999999999,-44.897
-7.336,-44.878
-7.334,-44.883
-9.054,-35.696
-8.013,-43.056000000000004
-8.016,-43.048
-9.215,-35.635999999999996
-9.217,-35.624
-10.076,-42.211999999999996
-10.076,-42.206
-10.661,-40.788000000000004
-10.86,-40.08
-10.912,-40.103
-10.89,-41.043
-11.4,-42.386
-11.995,-38.438
-11.495,-42.428999999999995
-11.595,-42.77
-11.597000000000001,-42.758
-11.812000000000001,-42.43600000000001
-11.949000000000002,-42.155
-11.95,-42.144
-12.130999999999998,-41.052
-12.234000000000002,-40.916
-12.357000000000001,-40.167
-12.359000000000002,-40.158
-12.065,-42.19
-12.078,-42.236999999999995
-12.302,-40.78
-12.622,-40.854
-12.623,-40.845
-12.538,-42.243
-12.575,-42.335
-12.092,-45.496
-12.095999999999998,-45.478
-12.817,-41.26
-12.875,-42.313
-12.322000000000001,-45.846000000000004
-12.322000000000001,-45.853
-13.595999999999998,-39.825
-13.939,-39.996
-14.292,-41.442
-13.933,-45.823
-14.052,-45.667
-24.201,-49.176
-25.605999999999998,-42.824
-2.399,-44.913000000000004
-2.4019999999999997,-44.919
-3.543,-39.774
-3.545,-39.764
-3.105,-43.247
-3.108,-43.255
-3.111,-43.236999999999995
-3.66,-41.763000000000005
-4.104,-39.06
-4.106,-39.05
-3.766,-42.434
-3.7680000000000002,-42.419
-3.8939999999999997,-41.65
-3.898,-41.658
-4.383,-39.347
-3.1660000000000004,-47.477
-3.708,-45.231
-3.7110000000000003,-45.239
-3.983,-44.861000000000004
-4.899,-40.076
-4.859,-43.958999999999996
-4.862,-43.941
-4.935,-43.803000000000004
-4.888,-45.784
-4.8919999999999995,-45.758
-4.803999999999999,-46.788000000000004
-5.289,-43.883
-4.938,-46.888999999999996
-5.579,-43.12
-6.525,-37.571999999999996
-6.811,-35.606
-5.787000000000001,-43.979
-6.832000000000001,-37.548
-7.106,-35.626999999999995
-7.523,-35.053000000000004
-6.254,-44.173
-6.255,-44.18
-6.912000000000001,-41.56100000000001
-7.5120000000000005,-39.0
-7.983,-36.062
-7.05,-42.667
-7.061,-42.668
-7.053999999999999,-42.66
